,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sl No,Job Number,Start Date,End Date,Name of Work,Ward,Office,Budget Head,Contractor,Mobile,Email,Bill Type,Order Number,Order Date,SBR Number,SBR Date,BR Number,BR Date,CBR Number,CBR Date,Payment,Gross,Gross In words,Deduction,Deduction in words,Nett,Nett in words
1,1,022-20-000061,28-Dec-2021,28-Mar-2022,Patching Pot Holes in various roads  in  Ward No. 22 Viswanathanagenahalli.,022 Vishwanath Nagenahalli,Executive Engineer Hebbal East Zone,P1771 Zone Works - POW Works,022549 ARUNKUMAR ENTERPRISE,7019666667,,First and Final,000099,28-Dec-2021,000007,16-May-2022,000010,16-May-2022,,           ,Under Process in AdCf - Acts. Supdt.,1948912,Nineteen Lakh Fourty Eight Thousand Nine Hundred Twelve,92576,Ninety Two Thousand Five Hundred Seventy Six,1856336,Eighteen Lakh Fifty Six Thousand Three Hundred Thirty Six
2,2,022-21-000001,22-Dec-2021,16-Apr-2022,"Providing of  intermediate poles, street lights and AB Cable to junction and main roads coming under R. T Nagar traffic station limits and surrounding area ward no 22",022 Vishwanath Nagenahalli,Executive Engineer Electrical East Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SRI LAKSHMINARASIMHA,9964168613,pmchennegowda@gmail.com,Final,000014,22-Dec-2021,000009,17-May-2022,000009,17-May-2022,,           ,Under Process in EE (Acts. Supdt.),844917,Eight Lakh Fourty Four Thousand Nine Hundred Seventeen,41418,Fourty One Thousand Four Hundred Eighteen,803499,Eight Lakh Three Thousand Four Hundred Ninety Nine
3,3,022-15-000023,04-May-2021,06-May-2021,Reconstructiion of size stone masonary wall at V-00 No 45 12th cross Gubbbanna Indl Estate near Sr. Mira s School 6th Block Rajajinagar in SWD Secondary drain at ward no 22  ,022 Vishwanath Nagenahalli,Chief Engineer SWD Central Zone,P2349 Remodelling of Vrishabhavathi Valley (Non Jnnurm Works,RAJESHWARI ENTERPRIS,9844143528,,First and Final,000005,29-Jun-2021,000015,04-Aug-2021,000064,05-Aug-2021,,           ,000319 / 27-Jan-2022 in RTGS,497300,Four Lakh Ninety Seven Thousand Three Hundred ,73082,Seventy Three Thousand Eighty Two,424218,Four Lakh Twenty Four Thousand Two Hundred Eighteen
4,4,022-15-000024,04-May-2021,06-May-2021,Reconstructiion of size stone masonary wall at V-00 No 45A 12th cross Gubbbanna Indl Estate near Sr. Mira s School 6th Block Rajajinagar in SWD Secondary drain at ward no 22,022 Vishwanath Nagenahalli,Chief Engineer SWD Central Zone,P2349 Remodelling of Vrishabhavathi Valley (Non Jnnurm Works,RAJESHWARI ENTERPRIS,9844143528,,First and Final,000003,29-Jun-2021,000016,04-Aug-2021,000063,05-Aug-2021,,           ,000319 / 27-Jan-2022 in RTGS,497600,Four Lakh Ninety Seven Thousand Six Hundred ,73086,Seventy Three Thousand Eighty Six,424514,Four Lakh Twenty Four Thousand Five Hundred Fourteen
5,5,022-20-000014,12-Aug-2020,21-Sep-2020,"Drilling of Borewells, installation of pump and commissioning of motor in ward  no  22 V Nagenahalli",022 Vishwanath Nagenahalli,Executive Engineer Hebbal East Zone,"P3593 Special Development works at ward Nos.18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176, 18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176",C H NARAYANASWAMY,8553517773,,First and Final,000342,30-Jan-2021,000181,30-Jan-2021,000358,30-Jan-2021,,           ,Under Process in AdCf - Acts. Supdt.,5131451,Fifty One Lakh Thirty One Thousand Four Hundred Fifty One,227524,Two Lakh Twenty Seven Thousand Five Hundred Twenty Four,4903927,Fourty Nine Lakh Three Thousand Nine Hundred Twenty Seven
6,6,022-20-000019,06-Jul-2021,04-Jan-2022,Operation and Maintenance of street lights at area ward no 22 package E03,022 Vishwanath Nagenahalli,Executive Engineer Electrical East Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package), JAICAB ELECTRICALS,9448718631,,Running,000086,04-Jan-2021,000055,02-Jul-2022,000055,02-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),964268,Nine Lakh Sixty Four Thousand Two Hundred Sixty Eight,117875,One Lakh Seventeen Thousand Eight Hundred Seventy Five,846393,Eight Lakh Fourty Six Thousand Three Hundred Ninety Three
7,7,022-20-000019,04-Jan-2021,06-Jul-2021,Operation and Maintenance of street lights at area ward no 22 package E03,022 Vishwanath Nagenahalli,Executive Engineer Electrical East Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package), JAICAB ELECTRICALS,9448718631,,Running,000086,04-Jan-2021,000076,07-Jul-2021,000071,07-Jul-2021,,           ,000246 / 13-Oct-2021 in RTGS,614279,Six Lakh Fourteen Thousand Two Hundred Seventy Nine,71675,Seventy One Thousand Six Hundred Seventy Five,542604,Five Lakh Fourty Two Thousand Six Hundred Four
8,8,022-20-000057,10-Aug-2020,29-Dec-2020,"Drilling of borewells, installation of pump and commissioning of motor in Muneshwara Layout, Ayappa layout and surrounding areas in ward no 22 V Nagenahalli",022 Vishwanath Nagenahalli,Executive Engineer Hebbal East Zone,P3695 Special developmental works in ward No.22,Mr  GANGADHARA  L,9341260169,,First and Final,000315,30-Dec-2020,000165,30-Dec-2020,000305,30-Dec-2020,,           ,Under Process in AdCf - Acts. Supdt.,10447606,One Crore Four Lakh Fourty Seven Thousand Six Hundred Six,448437,Four Lakh Fourty Eight Thousand Four Hundred Thirty Seven,9999169,Ninety Nine Lakh Ninety Nine Thousand One Hundred Sixty Nine
9,9,022-20-000058,10-Aug-2020,29-Dec-2020,Improvements to roads and drains in cross roads of Hanuman layout 11th cross Manorayanapalya  and surrounding areas in ward no 22 V. Nagenahalli,022 Vishwanath Nagenahalli,Executive Engineer Hebbal East Zone,P3695 Special developmental works in ward No.22,Mr  GANGADHARA  L,9341260169,,First and Final,000316,30-Dec-2020,000166,30-Dec-2020,000306,30-Dec-2020,,           ,Under Process in AdCf - Acts. Supdt.,10411185,One Crore Four Lakh Eleven Thousand One Hundred Eighty Five,480890,Four Lakh Eighty  Thousand Eight Hundred Ninety ,9930295,Ninety Nine Lakh Thirty  Thousand Two Hundred Ninety Five
