,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,105-21-000012,04-Jun-2021,06-Dec-2021,Maintenance works in Ward Jursdiction in Ward No 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works, CHERRY CONSTRUCTION,9845463027,,First and Final,000040,04-Jun-2021,000096,10-Jan-2022,000218,11-Jan-2022,,           ,Under Process in AdCf - Acts. Supdt.,1493228,Fourteen Lakh Ninety Three Thousand Two Hundred Twenty Eight,61221,Sixty One Thousand Two Hundred Twenty One,1432007,Fourteen Lakh Thirty Two Thousand Seven
11,11,105-21-000008,20-May-2021,14-Mar-2022,Additional  Works in Dhyana Mandira Building in ward No 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P3798 P3798,CHINMAYE CONSTRUCTIO,9900475444,,First and Final,000034,20-May-2021,000137,28-Mar-2022,000295,28-Mar-2022,,           ,Under Process in AdCf - Acts. Supdt.,4952648,Fourty Nine Lakh Fifty Two Thousand Six Hundred Fourty Eight,439218,Four Lakh Thirty Nine Thousand Two Hundred Eighteen,4513430,Fourty Five Lakh Thirteen Thousand Four Hundred Thirty 
12,12,105-20-000018,24-Mar-2021,23-Jul-2021, Construction of RCC Drain and dhyana mandira near Gundurao Quarters  in  Agraharadasarahalli  in Ward No 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,"P3716 Developmental works at SC/ST areas in ward No.105, 126, 194 each Rs.3.00 Cr",CHINMAYE CONSTRUCTIO,9900475444,,First and Final,000008,05-Apr-2021,000054,26-Aug-2021,000122,27-Aug-2021,,           ,Under Process in AdCf - Acts. Supdt.,7499268,Seventy Four Lakh Ninety Nine Thousand Two Hundred Sixty Eight,694182,Six Lakh Ninety Four Thousand One Hundred Eighty Two,6805086,Sixty Eight Lakh Five Thousand Eighty Six
13,13,105-18-000040,10-Dec-2018,19-Apr-2021,Providing CC Cameras KHB colony and Surrounding area in Ward No 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works, VARUN CONSTRUCTAION,9632901919,,First and Final,000368,16-Mar-2021,000019,04-May-2021,000039,18-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,993557,Nine Lakh Ninety Three Thousand Five Hundred Fifty Seven,108351,One Lakh Eight Thousand Three Hundred Fifty One,885206,Eight Lakh Eighty Five Thousand Two Hundred Six
14,14,105-20-000011,17-Feb-2021,31-Aug-2021,Providing  Media Center Repairs to CC Cameras and development and Repairs to parks in Agrahara Dasarahalli   in ward no 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,"P3603 Special Development works at ward Nos.126, 154, 89, 104, 105, 20, 88  185, 167, 127, 132, 195, 65, 10, 155, 169, 168, 179, 34, 163, 111, 100, 45, 27",SRI LAKSHMINARASIMHA,9964168613,pmchennegowda@gmail.com,First and Final,000354,19-Feb-2021,000069,11-Oct-2021,000150,11-Oct-2021,,           ,Under Process in AdCf - Acts. Supdt.,6005727,Sixty  Lakh Five Thousand Seven Hundred Twenty Seven,511464,Five Lakh Eleven Thousand Four Hundred Sixty Four,5494263,Fifty Four Lakh Ninety Four Thousand Two Hundred Sixty Three
15,15,105-20-000014,01-Feb-2021,31-Jul-2021,Operation And maintenance Of Street Lights at  Agrahara Dasarahalli and Dr. Rajkumar  Ward in Ward No- 105 and106.,105 Agrahara Dasarahalli,Executive Engineer Electrical West Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SRIHARIELECTRICALSPR,9611451155,,Running,000051,30-Jan-2021,000047,13-Sep-2021,000047,13-Sep-2021,,           ,000387 / 02-Mar-2022 in RTGS,824006,Eight Lakh Twenty Four Thousand Six,40258,Fourty  Thousand Two Hundred Fifty Eight,783748,Seven Lakh Eighty Three Thousand Seven Hundred Fourty Eight
16,16,105-20-000035,25-Feb-2020,23-Jun-2021,Improvements to Road Culvers Drains and footpath at KHB Colony in Agraharadasarahalli  in Ward  105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,CHINMAYE CONSTRUCTIO,9900475444,,First and Final,000337,29-Jan-2021,000031,08-Jul-2021,000085,14-Jul-2021,,           ,000149 / 06-Jun-2022 in RTGS,5861452,Fifty Eight Lakh Sixty One Thousand Four Hundred Fifty Two,697421,Six Lakh Ninety Seven Thousand Four Hundred Twenty One,5164031,Fifty One Lakh Sixty Four Thousand Thirty One
17,17,105-20-000015,04-Mar-2020,23-Nov-2020,Construction of  Building near  Gundurao Quarters  and  Solar Lights in   Agraharadasarahalli  in Ward No 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,"P3716 Developmental works at SC/ST areas in ward No.105, 126, 194 each Rs.3.00 Cr",KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000282,23-Dec-2020,000109,06-Jan-2021,000277,19-Jan-2021,,           ,000182 / 17-Jun-2022 in RTGS,7499499,Seventy Four Lakh Ninety Nine Thousand Four Hundred Ninety Nine,765949,Seven Lakh Sixty Five Thousand Nine Hundred Fourty Nine,6733550,Sixty Seven Lakh Thirty Three Thousand Five Hundred Fifty 
18,18,105-20-000034,22-May-2020,11-Nov-2020,Improvements to Road Culvers Drains and footpath at   AD  Halli at  1st  Cross to 12th Cross  in  Agraharadasarahalli  in Ward  105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,Sri. NAGARAJ R (CHINMAYE CONSTRUCTIONS),9900990000,,Running,000284,23-Dec-2020,000107,23-Dec-2020,000272,07-Jan-2021,,           ,000079 / 17-Jun-2021 in RTGS,4354474,Fourty Three Lakh Fifty Four Thousand Four Hundred Seventy Four,549989,Five Lakh Fourty Nine Thousand Nine Hundred Eighty Nine,3804485,Thirty Eight Lakh Four Thousand Four Hundred Eighty Five
19,19,105-20-000059,17-Nov-2020,30-Dec-2020,CC Road and Drains Agaraharadasarahalli in ward no 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works, VAISHNAVI ENTERPRIS,9342541594,Sug.vaishnavi@gmail.com,First and Final,000257,25-Nov-2020,000015,21-Apr-2021,000020,26-Apr-2021,,           ,Under Process in AdCf - Acts. Supdt.,1801641,Eighteen Lakh One Thousand Six Hundred Fourty One,234357,Two Lakh Thirty Four Thousand Three Hundred Fifty Seven,1567284,Fifteen Lakh Sixty Seven Thousand Two Hundred Eighty Four
20,20,105-20-000058,17-Nov-2020,18-Mar-2022, Engaging silt and Tractor and ward offices Maintenance in ward no 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,LOKESHA L           ,9448339003,,First and Final,000243,21-Nov-2020,000006,08-Apr-2022,000009,08-Apr-2022,,           ,Under Process in EE (Acts. Supdt.),1652309,Sixteen Lakh Fifty Two Thousand Three Hundred Nine,155764,One Lakh Fifty Five Thousand Seven Hundred Sixty Four,1496545,Fourteen Lakh Ninety Six Thousand Five Hundred Fourty Five
21,21,105-20-000060,17-Nov-2020,25-Oct-2021,Emergency work in Agaraharadasarahalli in ward no 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,SRI HEMAGIRI ENTERPR,8095294239,,First and Final,000245,21-Nov-2020,000091,23-Dec-2021,000203,27-Dec-2021,,           ,Under Process in AdCf - Acts. Supdt.,1742209,Seventeen Lakh Fourty Two Thousand Two Hundred Nine,216937,Two Lakh Sixteen Thousand Nine Hundred Thirty Seven,1525272,Fifteen Lakh Twenty Five Thousand Two Hundred Seventy Two
22,22,105-20-000061,17-Nov-2020,10-Jan-2021,Maintenance of Borewell and Pipeline Agaraharadasarahalli in ward no 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,LOKESHA L           ,9448339003,,First and Final,000242,21-Nov-2020,000021,21-May-2021,000050,07-Jun-2021,,           ,Under Process in AdCf - Acts. Supdt.,1850266,Eighteen Lakh Fifty  Thousand Two Hundred Sixty Six,214347,Two Lakh Fourteen Thousand Three Hundred Fourty Seven,1635919,Sixteen Lakh Thirty Five Thousand Nine Hundred Nineteen
23,23,105-20-000012,30-Apr-2020,29-Jul-2020,Drilling of Borewells and providing pipeline in Agraharadasarahalli in ward no 105  ,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,"P3603 Special Development works at ward Nos.126, 154, 89, 104, 105, 20, 88  185, 167, 127, 132, 195, 65, 10, 155, 169, 168, 179, 34, 163, 111, 100, 45, 27",Sri. L. Lokesh,9900990000,,First and Final,000223,17-Oct-2020,000085,17-Oct-2020,000216,18-Nov-2020,,           ,Under Process in AdCf - Acts. Supdt.,6118673,Sixty One Lakh Eighteen Thousand Six Hundred Seventy Three,642028,Six Lakh Fourty Two Thousand Twenty Eight,5476645,Fifty Four Lakh Seventy Six Thousand Six Hundred Fourty Five
24,24,105-20-000017,03-Mar-2020,07-Jul-2020,Providing Solar facilities  Light and CC Road in Gundurao Quarters in Agraharadasarahalli  in Ward No 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,"P3716 Developmental works at SC/ST areas in ward No.105, 126, 194 each Rs.3.00 Cr",KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000198,21-Sep-2020,000063,22-Sep-2020,000273,07-Jan-2021,,           ,000182 / 17-Jun-2022 in RTGS,7492172,Seventy Four Lakh Ninety Two Thousand One Hundred Seventy Two,875132,Eight Lakh Seventy Five Thousand One Hundred Thirty Two,6617040,Sixty Six Lakh Seventeen Thousand Fourty 
25,25,105-20-000041,18-Aug-2020,31-Jul-2021,Providindg RCC drain and in KHB colony and surrounding area  Agaraharadasarahalli ward no 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,"P3739 Special development works in Ward No. 01, 03, 04, 05, 09, 10, 13, 15, 17, 19, 20, 26, 27, 28, 29, 34, 35, 36, 39, 43, 45, 46, 51, 52, 57, 64, 65, 71, 79, 83, 85, 88, 89,93, 96, 100, 101, 103,104, 105, 108, 109, 111, 114, 115, 119, 123, 124, 125, 126, 127, 128, 129, 130, 132, 133, 137, 138, 142, 143, 146, 149, 150, 154, 155, 156, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 170, 173, 174, 175, 177, 178, 179, 181, 182, 183, 184, 185, 186, 187, 188, 189, 191, 193, 194, 195, 196  ( Total 98 wards 2.50 crors for each ward)",M/s. Sai Constructions  Prop. Sri. Nitesh D.R,9900990000,,First and Final,000182,07-Sep-2020,000060,23-Sep-2021,000136,24-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,9220280,Ninety Two Lakh Twenty  Thousand Two Hundred Eighty ,1126446,Eleven Lakh Twenty Six Thousand Four Hundred Fourty Six,8093834,Eighty  Lakh Ninety Three Thousand Eight Hundred Thirty Four
26,26,105-20-000042,18-Aug-2020,30-May-2021,Providing Rain water Harvesting and CC road in  Agaraharadasarahalli ward no 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,"P3739 Special development works in Ward No. 01, 03, 04, 05, 09, 10, 13, 15, 17, 19, 20, 26, 27, 28, 29, 34, 35, 36, 39, 43, 45, 46, 51, 52, 57, 64, 65, 71, 79, 83, 85, 88, 89,93, 96, 100, 101, 103,104, 105, 108, 109, 111, 114, 115, 119, 123, 124, 125, 126, 127, 128, 129, 130, 132, 133, 137, 138, 142, 143, 146, 149, 150, 154, 155, 156, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 170, 173, 174, 175, 177, 178, 179, 181, 182, 183, 184, 185, 186, 187, 188, 189, 191, 193, 194, 195, 196  ( Total 98 wards 2.50 crors for each ward)",CHINMAYE CONSTRUCTIO,9900475444,,Running,000179,07-Sep-2020,000033,14-Jul-2021,000088,15-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,5494792,Fifty Four Lakh Ninety Four Thousand Seven Hundred Ninety Two,716503,Seven Lakh Sixteen Thousand Five Hundred Three,4778289,Fourty Seven Lakh Seventy Eight Thousand Two Hundred Eighty Nine
27,27,105-20-000042,18-Aug-2020,30-May-2021,Providing Rain water Harvesting and CC road in  Agaraharadasarahalli ward no 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,"P3739 Special development works in Ward No. 01, 03, 04, 05, 09, 10, 13, 15, 17, 19, 20, 26, 27, 28, 29, 34, 35, 36, 39, 43, 45, 46, 51, 52, 57, 64, 65, 71, 79, 83, 85, 88, 89,93, 96, 100, 101, 103,104, 105, 108, 109, 111, 114, 115, 119, 123, 124, 125, 126, 127, 128, 129, 130, 132, 133, 137, 138, 142, 143, 146, 149, 150, 154, 155, 156, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 170, 173, 174, 175, 177, 178, 179, 181, 182, 183, 184, 185, 186, 187, 188, 189, 191, 193, 194, 195, 196  ( Total 98 wards 2.50 crors for each ward)",CHINMAYE CONSTRUCTIO,9900475444,,Running,000179,07-Sep-2020,,           ,,           ,,           ,Under Process in Asst. Exec. Engineer,5494792,Fifty Four Lakh Ninety Four Thousand Seven Hundred Ninety Two,0,,0,
28,28,105-20-000010,28-Jul-2020,09-Sep-2021,Providing gym room and Badminton court in old ward office in Agraharadasarahalli in ward no 105 ,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,"P3603 Special Development works at ward Nos.126, 154, 89, 104, 105, 20, 88  185, 167, 127, 132, 195, 65, 10, 155, 169, 168, 179, 34, 163, 111, 100, 45, 27",SRI. RAMANJANEYULU KONANKI,9900990099,,First and Final,000138,06-Aug-2020,000080,30-Nov-2021,000177,30-Nov-2021,,           ,Under Process in AdCf - Acts. Supdt.,6222031,Sixty Two Lakh Twenty Two Thousand Thirty One,653425,Six Lakh Fifty Three Thousand Four Hundred Twenty Five,5568606,Fifty Five Lakh Sixty Eight Thousand Six Hundred Six
29,29,105-20-000016,04-Mar-2020,02-Jun-2020,Construction of  RCC drain and footpath Solar Lights in  Agraharadasarahalli  in Ward No 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,"P3716 Developmental works at SC/ST areas in ward No.105, 126, 194 each Rs.3.00 Cr","Executive Engineer,M/s. KRIDL, West Division,",9900990000,,First and Final,000130,22-Jul-2020,000044,24-Jul-2020,000114,04-Aug-2020,,           ,000224 / 05-Oct-2021 in RTGS,7499447,Seventy Four Lakh Ninety Nine Thousand Four Hundred Fourty Seven,905462,Nine Lakh Five Thousand Four Hundred Sixty Two,6593985,Sixty Five Lakh Ninety Three Thousand Nine Hundred Eighty Five
30,30,105-19-000021,16-Jun-2020,24-Dec-2021,Construction of R O Plant in Agraharadasarahalli in ward no 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P3445 Establishment of R.O.Plant for each ward Rs.15.00 Lakhs each,A RAJA              ,8892808186,,First and Final,000119,14-Jul-2020,000117,07-Feb-2022,000257,10-Feb-2022,,           ,Under Process in AdCf - Acts. Supdt.,1484422,Fourteen Lakh Eighty Four Thousand Four Hundred Twenty Two,154380,One Lakh Fifty Four Thousand Three Hundred Eighty ,1330042,Thirteen Lakh Thirty  Thousand Fourty Two
31,31,105-20-000013,14-Nov-2019,05-Jun-2020,Drilling of Borewell and RCC Drain and CC Road and Drain in BRI Slum in Dasarahalli ward  No 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,"P3716 Developmental works at SC/ST areas in ward No.105, 126, 194 each Rs.3.00 Cr",KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000084,16-Jun-2020,000022,16-Jun-2020,000054,30-Jun-2020,,           ,000417 / 18-Mar-2022 in RTGS,9564086,Ninety Five Lakh Sixty Four Thousand Eighty Six,1057380,Ten Lakh Fifty Seven Thousand Three Hundred Eighty ,8506706,Eighty Five Lakh Six Thousand Seven Hundred Six
32,32,105-20-000007,02-Mar-2019,02-Mar-2020,Silt and Tractor in Ward No 105 Agrahara Dasarahalli,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,SRI HEMAGIRI ENTERPR,8095294239,,First and Final,000056,03-Jun-2020,000013,03-Jun-2020,000041,08-Jun-2020,,           ,000180 / 17-Jun-2022 in RTGS,999345,Nine Lakh Ninety Nine Thousand Three Hundred Fourty Five,50968,Fifty  Thousand Nine Hundred Sixty Eight,948377,Nine Lakh Fourty Eight Thousand Three Hundred Seventy Seven
33,33,105-20-000003,25-Nov-2019,20-Mar-2020, Construction of Bus Shelter  in  Ward No 105 AD Halli,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Sri. Vijakumar H,9900990000,,First and Final,000051,01-Jun-2020,000012,01-Jun-2020,000115,05-Aug-2020,,           ,Under Process in AdCf - Acts. Supdt.,1463813,Fourteen Lakh Sixty Three Thousand Eight Hundred Thirteen,154193,One Lakh Fifty Four Thousand One Hundred Ninety Three,1309620,Thirteen Lakh Nine Thousand Six Hundred Twenty 
34,34,105-20-000006,07-May-2020,30-Jan-2021,Filling Potholes in Ward No 105 for the year 2018-19,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,RAJESH B,9620106796,,First and Final,000043,29-May-2020,000016,22-Apr-2021,000044,29-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,1861221,Eighteen Lakh Sixty One Thousand Two Hundred Twenty One,215412,Two Lakh Fifteen Thousand Four Hundred Twelve,1645809,Sixteen Lakh Fourty Five Thousand Eight Hundred Nine
35,35,105-19-000012,11-Feb-2020,05-Jan-2021,"Comprehensive Development of Hospitals, Buildings and surrounding areas in ward no 105 Agraharadasarahalli",105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P3471 Upgradation of Agrahara Dasarahally Hospital ward No.105,"Sri.  Sagar J.S, (Sagar Associates)",9900990099,,First and Final,000595,05-Mar-2020,000052,21-Aug-2021,000119,23-Aug-2021,,           ,Under Process in AdCf - Acts. Supdt.,8999488,Eighty Nine Lakh Ninety Nine Thousand Four Hundred Eighty Eight,1010435,Ten Lakh Ten Thousand Four Hundred Thirty Five,7989053,Seventy Nine Lakh Eighty Nine Thousand Fifty Three
36,36,105-20-000005,28-Feb-2020,07-Mar-2022,Comprehensive development works to KalappaCompound and Surrounding Area in Agarahara dasarahalli Ward No 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,ESHWARAIAH B        ,9880413927,,Second and Final,000585,04-Mar-2020,000016,24-May-2022,000032,16-Jun-2022,,           ,Under Process in TVCC Chief Engineer,1337570,Thirteen Lakh Thirty Seven Thousand Five Hundred Seventy ,108297,One Lakh Eight Thousand Two Hundred Ninety Seven,1229273,Twelve Lakh Twenty Nine Thousand Two Hundred Seventy Three
37,37,105-20-000005,26-Feb-2020,31-May-2021,Comprehensive development works to KalappaCompound and Surrounding Area in Agarahara dasarahalli Ward No 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,ESHWARAIAH B        ,9880413927,,Running,000585,04-Mar-2020,000028,23-Jun-2021,000065,24-Jun-2021,,           ,Under Process in AdCf - Acts. Supdt.,3706578,Thirty Seven Lakh Six Thousand Five Hundred Seventy Eight,233123,Two Lakh Thirty Three Thousand One Hundred Twenty Three,3473455,Thirty Four Lakh Seventy Three Thousand Four Hundred Fifty Five
38,38,105-20-000004,12-Feb-2020,05-May-2020,Comprehensive Development Works From 1st Cross to 9th Cross in Agrahara dasarahalli Ward No 105,105 Agrahara Dasarahalli,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,MANJUNATHA B H,9964270337,,First and Final,000582,03-Mar-2020,000028,10-Jul-2020,000090,16-Jul-2020,,           ,000402 / 09-Mar-2022 in RTGS,4691136,Fourty Six Lakh Ninety One Thousand One Hundred Thirty Six,2709662,Twenty Seven Lakh Nine Thousand Six Hundred Sixty Two,1981474,Nineteen Lakh Eighty One Thousand Four Hundred Seventy Four
