,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,127-21-000011,04-Jun-2021,06-Apr-2022,Maintenance works in Ward Jursdiction in Ward No 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works, CHERRY CONSTRUCTION,9845463027,,First and Final,000042,04-Jun-2021,000006,26-Apr-2022,000016,27-Apr-2022,,           ,Under Process in AdCf - Acts. Supdt.,1510097,Fifteen Lakh Ten Thousand Ninety Seven,104282,One Lakh Four Thousand Two Hundred Eighty Two,1405815,Fourteen Lakh Five Thousand Eight Hundred Fifteen
11,11,127-20-000030,08-Apr-2021,20-Sep-2021,Additional works to temple at Chamundeshwari temple   Prayer Hall at  Kurilingappa garden Mudalapalya in ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,"P3739 Special development works in Ward No. 01, 03, 04, 05, 09, 10, 13, 15, 17, 19, 20, 26, 27, 28, 29, 34, 35, 36, 39, 43, 45, 46, 51, 52, 57, 64, 65, 71, 79, 83, 85, 88, 89,93, 96, 100, 101, 103,104, 105, 108, 109, 111, 114, 115, 119, 123, 124, 125, 126, 127, 128, 129, 130, 132, 133, 137, 138, 142, 143, 146, 149, 150, 154, 155, 156, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 170, 173, 174, 175, 177, 178, 179, 181, 182, 183, 184, 185, 186, 187, 188, 189, 191, 193, 194, 195, 196  ( Total 98 wards 2.50 crors for each ward)","Sri. Mohan L, 	",9900990000,,First and Final,000027,08-Apr-2021,000068,26-Oct-2021,000167,06-Nov-2021,,           ,Under Process in AdCf - Acts. Supdt.,3457093,Thirty Four Lakh Fifty Seven Thousand Ninety Three,282497,Two Lakh Eighty Two Thousand Four Hundred Ninety Seven,3174596,Thirty One Lakh Seventy Four Thousand Five Hundred Ninety Six
12,12,127-20-000003,18-Mar-2021,30-Apr-2021, Construction of Prayer Hall and allied works at Panchashilanagar in Wrad No 127   Mudalapalya   Balance work,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,BALAJI CONSTRUCTIONS,9243103843,,Running,000379,19-Mar-2021,000053,15-Sep-2021,000129,16-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,1301574,Thirteen Lakh One Thousand Five Hundred Seventy Four,106999,One Lakh Six Thousand Nine Hundred Ninety Nine,1194575,Eleven Lakh Ninety Four Thousand Five Hundred Seventy Five
13,13,127-21-000001,09-Mar-2021,30-Aug-2021,Resuracing of bad Roads  in  SVG Nagara and Kaveri Layout in  ward no127 Mudalapalya,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,CHINMAYE CONSTRUCTIO,9900475444,,First and Final,000365,12-Mar-2021,000056,27-Sep-2021,000138,27-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,5952969,Fifty Nine Lakh Fifty Two Thousand Nine Hundred Sixty Nine,557969,Five Lakh Fifty Seven Thousand Nine Hundred Sixty Nine,5395000,Fifty Three Lakh Ninety Five Thousand 
14,14,127-20-000022,18-Feb-2021,12-May-2021,"Providing CC camera and Yard Lighting, Electrification to Parks in ward no 127 Mudalapalya jurisdiction",127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,"P3603 Special Development works at ward Nos.126, 154, 89, 104, 105, 20, 88  185, 167, 127, 132, 195, 65, 10, 155, 169, 168, 179, 34, 163, 111, 100, 45, 27","Sri. Devara Halli Krishna Gowda Janardhana (Devi Electricals),",9900990000,,First and Final,000357,24-Feb-2021,000037,16-Jul-2021,000100,19-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,9741197,Ninety Seven Lakh Fourty One Thousand One Hundred Ninety Seven,789037,Seven Lakh Eighty Nine Thousand Thirty Seven,8952160,Eighty Nine Lakh Fifty Two Thousand One Hundred Sixty 
15,15,127-21-000002,18-Feb-2021,24-Jun-2021,Resuracing of bad Roads  in  Panchasheela Nagara and Surrounding Area  in  ward no127 Mudalapalya,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,LTGPROJECTSPVTLTD,9448306864,,First and Final,000353,17-Feb-2021,000035,13-Jul-2021,000086,14-Jul-2021,,           ,000185 / 18-Jun-2022 in RTGS,5898033,Fifty Eight Lakh Ninety Eight Thousand Thirty Three,382494,Three Lakh Eighty Two Thousand Four Hundred Ninety Four,5515539,Fifty Five Lakh Fifteen Thousand Five Hundred Thirty Nine
16,16,127-20-000012,01-Jun-2021,31-Dec-2021,Operation And maintenance Of Street Lights at  Moodalapalya in Ward No- 127,127 Mudalapalya,Executive Engineer Electrical West Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SREE MAMTHA ELECTRIC,9845007123,mamathaelectricals.103@gmail.com,Running,000055,03-Feb-2021,000079,21-Mar-2022,000078,21-Mar-2022,,           ,000255 / 16-Jul-2022 in RTGS,816142,Eight Lakh Sixteen Thousand One Hundred Fourty Two,65197,Sixty Five Thousand One Hundred Ninety Seven,750945,Seven Lakh Fifty  Thousand Nine Hundred Fourty Five
17,17,127-20-000012,04-Feb-2021,31-May-2021,Operation And maintenance Of Street Lights at  Moodalapalya in Ward No- 127,127 Mudalapalya,Executive Engineer Electrical West Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SREE MAMTHA ELECTRIC,9845007123,mamathaelectricals.103@gmail.com,Running,000055,03-Feb-2021,000028,30-Jul-2021,000028,30-Jul-2021,,           ,000246 / 13-Oct-2021 in RTGS,438863,Four Lakh Thirty Eight Thousand Eight Hundred Sixty Three,34608,Thirty Four Thousand Six Hundred Eight,404255,Four Lakh Four Thousand Two Hundred Fifty Five
18,18,127-18-000027,16-May-2020,28-Feb-2022,Providing Street Name boards to cross roads in ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,"P3364 Special development works in Ward No. 18, 157, 107, 180, 192, 46, 127, 115, 163, 168 ( Rs. 3.00 Crores in each ward)",MAHADEVAIAH,9448670845,,First and Final,000346,02-Feb-2021,000126,21-Mar-2022,000286,22-Mar-2022,,           ,Under Process in AdCf - Acts. Supdt.,1806000,Eighteen Lakh Six Thousand ,203683,Two Lakh Three Thousand Six Hundred Eighty Three,1602317,Sixteen Lakh Two Thousand Three Hundred Seventeen
19,19,127-20-000049,18-Jan-2021,15-Mar-2021, Providing Missing Bits Drains and Culverts in ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Sri Naveen S,9900990099,,First and Final,000308,21-Jan-2021,000030,08-Jul-2021,000079,08-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,1719035,Seventeen Lakh Nineteen Thousand Thirty Five,159524,One Lakh Fifty Nine Thousand Five Hundred Twenty Four,1559511,Fifteen Lakh Fifty Nine Thousand Five Hundred Eleven
20,20,127-20-000050,07-Jan-2021,01-Jun-2021,Engaging Private Labour and Tractor for Maintenance of ward in ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,Sri. Hemagiri Enterprises Prop. Hitesh V,9900990000,,First and Final,000301,18-Jan-2021,000025,05-Jul-2021,000073,06-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,1893992,Eighteen Lakh Ninety Three Thousand Nine Hundred Ninety Two,153412,One Lakh Fifty Three Thousand Four Hundred Twelve,1740580,Seventeen Lakh Fourty  Thousand Five Hundred Eighty 
21,21,127-20-000023,01-Dec-2020,16-Jan-2021,Sinking Erection and Commisioning of Borewells in ward no 127 Mudalapalya jurisdiction,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,"P3603 Special Development works at ward Nos.126, 154, 89, 104, 105, 20, 88  185, 167, 127, 132, 195, 65, 10, 155, 169, 168, 179, 34, 163, 111, 100, 45, 27","Sri.  Chandragowda DM, (Sri Virupaksha Construction),",9900990000,,First and Final,000299,18-Jan-2021,000153,19-Jan-2021,000280,25-Jan-2021,,           ,Under Process in AdCf - Acts. Supdt.,10060830,One Crore Sixty  Thousand Eight Hundred Thirty ,1168587,Eleven Lakh Sixty Eight Thousand Five Hundred Eighty Seven,8892243,Eighty Eight Lakh Ninety Two Thousand Two Hundred Fourty Three
22,22,127-20-000023,23-Jun-2020,04-May-2021,Providing Consultancy Services for Preparation of DPR for the work of Sinking Erection and Commisioning of Borewells in ward no 127 Mudalapalya jurisdiction,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,"P3603 Special Development works at ward Nos.126, 154, 89, 104, 105, 20, 88  185, 167, 127, 132, 195, 65, 10, 155, 169, 168, 179, 34, 163, 111, 100, 45, 27",Civil Infra Tech Consultancy,9900990000,,First and Final,000232,11-Nov-2020,000011,07-May-2021,000040,18-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,102000,One Lakh Two Thousand ,10200,Ten Thousand Two Hundred ,91800,Ninety One Thousand Eight Hundred 
23,23,127-20-000034,23-Jun-2020,04-May-2021,Providing Consultancy Services for Preparation of DPR for the work of Sinking Erection and commissioning of Borewells   in ward no 127 Mudalapalya ,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,"P3601 Special Development works at ward Nos.84, 136, 193, 198",Civil Infra Tech Consultancy,9900990000,,First and Final,000233,11-Nov-2020,000010,07-May-2021,000041,18-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,100000,One Lakh ,10000,Ten Thousand ,90000,Ninety  Thousand 
24,24,127-20-000034,20-Aug-2020,10-Sep-2020,Sinking Erection and commissioning of Borewells   in ward no 127 Mudalapalya,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,"P3601 Special Development works at ward Nos.84, 136, 193, 198",Sri Punith B C,9900990000,,First and Final,000184,07-Sep-2020,000104,16-Sep-2020,000171,16-Oct-2020,,           ,Under Process in AdCf - Acts. Supdt.,9779078,Ninety Seven Lakh Seventy Nine Thousand Seventy Eight,1075714,Ten Lakh Seventy Five Thousand Seven Hundred Fourteen,8703364,Eighty Seven Lakh Three Thousand Three Hundred Sixty Four
25,25,127-20-000020,26-Dec-2019,18-Mar-2020,Repair and  improvement works to BBMP High school Byraveswara nagara ward no 127,127 Mudalapalya,Executive Engineer Education Cell Central Zone,P3285 M and R of School and College buildings,Executive Engineer -4,9916493653,,First and Final,000034,01-Sep-2020,000005,05-Sep-2020,000005,05-Sep-2020,005982,30-Mar-2021,000322 / 30-Mar-2021 in RTGS,5088110,Fifty  Lakh Eighty Eight Thousand One Hundred Ten,472145,Four Lakh Seventy Two Thousand One Hundred Fourty Five,4615965,Fourty Six Lakh Fifteen Thousand Nine Hundred Sixty Five
26,26,127-17-000042,24-Apr-2019,20-Dec-2019,Improvement and Development roads in ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants),M/s KRIDL,9900990000,,First and Final,000167,31-Aug-2020,000094,03-Sep-2020,000220,20-Nov-2020,,           ,000029 / 12-May-2021 in RTGS,7405778,Seventy Four Lakh Five Thousand Seven Hundred Seventy Eight,5973465,Fifty Nine Lakh Seventy Three Thousand Four Hundred Sixty Five,1432313,Fourteen Lakh Thirty Two Thousand Three Hundred Thirteen
27,27,127-20-000019,26-Dec-2020,18-Mar-2020,Repair and  improvement works to BBMP Composite PU College and degree College Byraveswara nagara  ward no 127,127 Mudalapalya,Executive Engineer Education Cell Central Zone,P3285 M and R of School and College buildings,Executive Engineer -4,9916493653,,First and Final,000026,31-Aug-2020,000013,05-Sep-2020,000012,07-Sep-2020,005987,30-Mar-2021,000322 / 30-Mar-2021 in RTGS,9895035,Ninety Eight Lakh Ninety Five Thousand Thirty Five,861560,Eight Lakh Sixty One Thousand Five Hundred Sixty ,9033475,Ninety  Lakh Thirty Three Thousand Four Hundred Seventy Five
28,28,127-18-000010,02-May-2019,29-Jul-2019,Developments of roads in Kalyananagara ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P0190 Works sanctioned by Hon Mayor,M S V CONSTRUCTIONS ,7892952652,,Running,000154,17-Aug-2020,000092,01-Sep-2020,000234,01-Dec-2020,,           ,000368 / 22-Feb-2022 in RTGS,8862420,Eighty Eight Lakh Sixty Two Thousand Four Hundred Twenty ,935106,Nine Lakh Thirty Five Thousand One Hundred Six,7927314,Seventy Nine Lakh Twenty Seven Thousand Three Hundred Fourteen
29,29,127-18-000011,02-May-2019,07-Aug-2019,Development of roads in Bhairaveshwara Nagara ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P0190 Works sanctioned by Hon Mayor,M S V CONSTRUCTIONS ,7892952652,,Second and Final,000155,17-Aug-2020,000093,01-Sep-2020,000235,01-Dec-2020,,           ,000368 / 22-Feb-2022 in RTGS,9715708,Ninety Seven Lakh Fifteen Thousand Seven Hundred Eight,1182785,Eleven Lakh Eighty Two Thousand Seven Hundred Eighty Five,8532923,Eighty Five Lakh Thirty Two Thousand Nine Hundred Twenty Three
30,30,127-18-000012,01-Sep-2020,21-Aug-2020,Developments of 3rd main road and surrounding roads in Kalyananagara ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P0190 Works sanctioned by Hon Mayor,M S V CONSTRUCTIONS ,7892952652,,Running,000153,17-Aug-2020,000089,01-Sep-2020,000236,01-Dec-2020,,           ,000368 / 22-Feb-2022 in RTGS,7565431,Seventy Five Lakh Sixty Five Thousand Four Hundred Thirty One,867376,Eight Lakh Sixty Seven Thousand Three Hundred Seventy Six,6698055,Sixty Six Lakh Ninety Eight Thousand Fifty Five
31,31,127-18-000013,02-May-2019,21-Aug-2020,Asphalting to roads in Annapoorneshwari Nagara ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P0190 Works sanctioned by Hon Mayor,M S V CONSTRUCTIONS ,7892952652,,Running,000152,17-Aug-2020,000091,01-Sep-2020,000237,01-Dec-2020,,           ,000368 / 22-Feb-2022 in RTGS,11229154,One Crore Twelve Lakh Twenty Nine Thousand One Hundred Fifty Four,1282260,Twelve Lakh Eighty Two Thousand Two Hundred Sixty ,9946894,Ninety Nine Lakh Fourty Six Thousand Eight Hundred Ninety Four
32,32,127-18-000014,02-May-2019,21-Aug-2020,Developments of roads in BDA Badavane ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P0190 Works sanctioned by Hon Mayor,M S V CONSTRUCTIONS ,7892952652,,Final,000151,17-Aug-2020,000090,01-Sep-2020,000238,01-Dec-2020,,           ,000368 / 22-Feb-2022 in RTGS,12248731,One Crore Twenty Two Lakh Fourty Eight Thousand Seven Hundred Thirty One,1236585,Twelve Lakh Thirty Six Thousand Five Hundred Eighty Five,11012146,One Crore Ten Lakh Twelve Thousand One Hundred Fourty Six
33,33,127-18-000011,02-May-2019,07-Aug-2019,Development of roads in Bhairaveshwara Nagara ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P0190 Works sanctioned by Hon Mayor,M S V CONSTRUCTIONS ,7892952652,,Running,000155,17-Aug-2020,,           ,,           ,,           ,Under Process in Asst. Exec. Engineer,9695588,Ninety Six Lakh Ninety Five Thousand Five Hundred Eighty Eight,0,,0,
34,34,127-18-000012,01-Sep-2020,21-Aug-2020,Developments of 3rd main road and surrounding roads in Kalyananagara ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P0190 Works sanctioned by Hon Mayor,M S V CONSTRUCTIONS ,7892952652,,Running,000153,17-Aug-2020,,           ,,           ,,           ,Under Process in Asst. Exec. Engineer,7543874,Seventy Five Lakh Fourty Three Thousand Eight Hundred Seventy Four,0,,0,
35,35,127-18-000013,02-May-2019,21-Jul-2020,Asphalting to roads in Annapoorneshwari Nagara ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P0190 Works sanctioned by Hon Mayor,M S V CONSTRUCTIONS ,7892952652,,Running,000152,17-Aug-2020,,           ,,           ,,           ,Under Process in Asst. Exec. Engineer,11197159,One Crore Eleven Lakh Ninety Seven Thousand One Hundred Fifty Nine,0,,0,
36,36,127-18-000014,02-May-2019,21-Aug-2020,Developments of roads in BDA Badavane ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P0190 Works sanctioned by Hon Mayor,M S V CONSTRUCTIONS ,7892952652,,Running,000151,17-Aug-2020,,           ,,           ,,           ,Under Process in Asst. Exec. Engineer,11345914,One Crore Thirteen Lakh Fourty Five Thousand Nine Hundred Fourteen,0,,0,
37,37,127-18-000014,02-May-2019,21-Aug-2020,Developments of roads in BDA Badavane ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P0190 Works sanctioned by Hon Mayor,M S V CONSTRUCTIONS ,7892952652,,Running,000151,17-Aug-2020,,           ,,           ,,           ,Under Process in Asst. Exec. Engineer,11345914,One Crore Thirteen Lakh Fourty Five Thousand Nine Hundred Fourteen,0,,0,
38,38,127-20-000033,06-Aug-2020,05-Feb-2021,Construction of Prayerhalll and Development work at Kalyananagar High Tension Line road  in ward no 127 Mudalapalya,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,"P3601 Special Development works at ward Nos.84, 136, 193, 198",R. Prasanna ,9900990099,,First and Final,000144,10-Aug-2020,000171,22-Feb-2021,000325,26-Feb-2021,,           ,Under Process in AdCf - Acts. Supdt.,4767679,Fourty Seven Lakh Sixty Seven Thousand Six Hundred Seventy Nine,491878,Four Lakh Ninety One Thousand Eight Hundred Seventy Eight,4275801,Fourty Two Lakh Seventy Five Thousand Eight Hundred One
39,39,127-20-000029,06-Aug-2020,27-Oct-2020,Additional works to Prayer Hall at Maheshwaramma temple at Annapoorneshwari Mudalapalya in ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,"P3739 Special development works in Ward No. 01, 03, 04, 05, 09, 10, 13, 15, 17, 19, 20, 26, 27, 28, 29, 34, 35, 36, 39, 43, 45, 46, 51, 52, 57, 64, 65, 71, 79, 83, 85, 88, 89,93, 96, 100, 101, 103,104, 105, 108, 109, 111, 114, 115, 119, 123, 124, 125, 126, 127, 128, 129, 130, 132, 133, 137, 138, 142, 143, 146, 149, 150, 154, 155, 156, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 170, 173, 174, 175, 177, 178, 179, 181, 182, 183, 184, 185, 186, 187, 188, 189, 191, 193, 194, 195, 196  ( Total 98 wards 2.50 crors for each ward)",R Prasanna,9900990099,,First and Final,000145,10-Aug-2020,000120,09-Nov-2020,000233,01-Dec-2020,,           ,Under Process in AdCf - Acts. Supdt.,1945883,Nineteen Lakh Fourty Five Thousand Eight Hundred Eighty Three,198742,One Lakh Ninety Eight Thousand Seven Hundred Fourty Two,1747141,Seventeen Lakh Fourty Seven Thousand One Hundred Fourty One
40,40,127-20-000031,06-Aug-2020,29-Oct-2020,Renovation of Anjaneyaswamy temple   Prayer Hall at  Sanjivininagar Mudalapalya in ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,"P3739 Special development works in Ward No. 01, 03, 04, 05, 09, 10, 13, 15, 17, 19, 20, 26, 27, 28, 29, 34, 35, 36, 39, 43, 45, 46, 51, 52, 57, 64, 65, 71, 79, 83, 85, 88, 89,93, 96, 100, 101, 103,104, 105, 108, 109, 111, 114, 115, 119, 123, 124, 125, 126, 127, 128, 129, 130, 132, 133, 137, 138, 142, 143, 146, 149, 150, 154, 155, 156, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 170, 173, 174, 175, 177, 178, 179, 181, 182, 183, 184, 185, 186, 187, 188, 189, 191, 193, 194, 195, 196  ( Total 98 wards 2.50 crors for each ward)",R Prasanna,9900990099,,First and Final,000143,10-Aug-2020,000121,09-Nov-2020,000232,01-Dec-2020,,           ,Under Process in AdCf - Acts. Supdt.,3906994,Thirty Nine Lakh Six Thousand Nine Hundred Ninety Four,0,,3906994,Thirty Nine Lakh Six Thousand Nine Hundred Ninety Four
41,41,127-20-000004,20-May-2020,31-Jan-2022, Emergency works in Wrad No 127 Mudalapalya,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,RAMESH K N          ,9480336101,,First and Final,000037,29-May-2020,000136,31-Mar-2022,000305,31-Mar-2022,,           ,Under Process in AdCf - Acts. Supdt.,1729010,Seventeen Lakh Twenty Nine Thousand Ten,220835,Two Lakh Twenty  Thousand Eight Hundred Thirty Five,1508175,Fifteen Lakh Eight Thousand One Hundred Seventy Five
42,42,127-20-000010,14-Jan-2020,30-Jan-2021,Maintenance of Existing R O Plants and allied works in ward no 127,127 Mudalapalya,Executive Engineer Govindaraja Nagar West Zone,P3445 Establishment of R.O.Plant for each ward Rs.15.00 Lakhs each,"Sri. Mahesh C,",9900990000,,First and Final,000041,29-May-2020,000180,23-Mar-2021,000126,06-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,1428817,Fourteen Lakh Twenty Eight Thousand Eight Hundred Seventeen,76847,Seventy Six Thousand Eight Hundred Fourty Seven,1351970,Thirteen Lakh Fifty One Thousand Nine Hundred Seventy 
