,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sl No,Job Number,Start Date,End Date,Name of Work,Ward,Office,Budget Head,Contractor,Mobile,Email,Bill Type,Order Number,Order Date,SBR Number,SBR Date,BR Number,BR Date,CBR Number,CBR Date,Payment,Gross,Gross In words,Deduction,Deduction in words,Nett,Nett in words
1,1,094-20-000088,06-Jul-2021,24-Aug-2021,Repairs to D G Set atand UPS System at D C (West) Office  in ward no 94,094 Gandhinagar,Executive Engineer Electrical West Zone,"P0303 M and R to Pumpsets, Lifts, DG Sets, Wireless sets and Internal Telephone Exchange",Manoj Enterprises,9845008155,,First and Final,000002,06-Jul-2021,000049,15-Sep-2021,000049,15-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,409998,Four Lakh Nine Thousand Nine Hundred Ninety Eight,20030,Twenty  Thousand Thirty ,389968,Three Lakh Eighty Nine Thousand Nine Hundred Sixty Eight
2,2,094-20-000010,01-Apr-2021,01-Apr-2021, Improvements to Triangle Park opp to Swastthik Sai Mandhir  in ward No 94,094 Gandhinagar,Executive Engineer Gandinagar West Zone,P1771 Zone Works - POW Works,S H Purushotham,1234567890,,First and Final,000001,21-Apr-2021,000007,23-Apr-2021,000008,03-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,779697,Seven Lakh Seventy Nine Thousand Six Hundred Ninety Seven,86346,Eighty Six Thousand Three Hundred Fourty Six,693351,Six Lakh Ninety Three Thousand Three Hundred Fifty One
3,3,094-20-000032,08-Feb-2021,07-Jul-2021, Operation And maintenance Of Street Lights at  Gandhinagara in Ward No- 94,094 Gandhinagar,Executive Engineer Electrical West Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package), SRI GAYATHRI ELECTR,9845036718,apd.arjunkumar@yahoo.com,Running,000059,06-Feb-2021,000024,30-Jul-2021,000024,30-Jul-2021,,           ,000246 / 13-Oct-2021 in RTGS,421947,Four Lakh Twenty One Thousand Nine Hundred Fourty Seven,20614,Twenty  Thousand Six Hundred Fourteen,401333,Four Lakh One Thousand Three Hundred Thirty Three
4,4,094-20-000032,08-Jul-2021,07-Feb-2022, Operation And maintenance Of Street Lights at  Gandhinagara in Ward No- 94,094 Gandhinagar,Executive Engineer Electrical West Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package), SRI GAYATHRI ELECTR,9845036718,apd.arjunkumar@yahoo.com,Running,000059,06-Feb-2021,000014,22-Jun-2022,,           ,,           ,Under Process in EE (Acts. Supdt.),812724,Eight Lakh Twelve Thousand Seven Hundred Twenty Four,0,,0,
5,5,094-20-000085,03-Feb-2021,06-Jul-2021, Electrical Repairs toSub-way under passes coming under west Zone  in  ward no 94,094 Gandhinagar,Executive Engineer Electrical West Zone,"P0294 M and R to Electrical Inst in BMP Buildings, Schools, M.Homes, Community Halls, Markets and Others",Pradeep Electricals,8618755562,,First and Final,000054,03-Feb-2021,000029,31-Jul-2021,000029,31-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,221368,Two Lakh Twenty One Thousand Three Hundred Sixty Eight,10814,Ten Thousand Eight Hundred Fourteen,210554,Two Lakh Ten Thousand Five Hundred Fifty Four
6,6,094-20-000086,13-Jan-2021,06-Apr-2021,Repairs to Electrical Installation at  Freedom Park  ward no 94,094 Gandhinagar,Executive Engineer Electrical West Zone,"P0298 M and R to Electrical Installations in Parks and Gardens, Playgrounds, Burial Grounds",SHREE VINAYAKA ELECT,9449635843,,First and Final,000037,13-Jan-2021,000031,31-Jul-2021,000031,02-Aug-2021,,           ,Under Process in AdCf - Acts. Supdt.,436829,Four Lakh Thirty Six Thousand Eight Hundred Twenty Nine,34447,Thirty Four Thousand Four Hundred Fourty Seven,402382,Four Lakh Two Thousand Three Hundred Eighty Two
7,7,094-20-000087,13-Jan-2021,07-Apr-2021,Repairs to D G Set at Shiva Complex and Sangam sub way in ward no 94 ,094 Gandhinagar,Executive Engineer Electrical West Zone,"P0303 M and R to Pumpsets, Lifts, DG Sets, Wireless sets and Internal Telephone Exchange",Shree Vinayaka Electricals,9110200017,,First and Final,000036,13-Jan-2021,000008,08-May-2021,000008,08-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,262528,Two Lakh Sixty Two Thousand Five Hundred Twenty Eight,20703,Twenty  Thousand Seven Hundred Three,241825,Two Lakh Fourty One Thousand Eight Hundred Twenty Five
8,8,094-19-000020,08-Aug-2020,07-Oct-2021,Providing electrical maintenance of shiva  complex at gandhinagar in ward no-94,094 Gandhinagar,Executive Engineer Electrical West Zone,"P0294 M and R to Electrical Inst in BMP Buildings, Schools, M.Homes, Community Halls, Markets and Others",CHETHAN ELECTRICALS ,9986319631,,First and Final,000021,09-Oct-2020,000064,21-Jan-2022,000061,24-Jan-2022,,           ,Under Process in AdCf - Acts. Supdt.,238361,Two Lakh Thirty Eight Thousand Three Hundred Sixty One,11645,Eleven Thousand Six Hundred Fourty Five,226716,Two Lakh Twenty Six Thousand Seven Hundred Sixteen
9,9,094-19-000022,09-Oct-2020,26-Nov-2021,Providing maintenance  and  repairs to electrical installation at freedom park in ward no-94,094 Gandhinagar,Executive Engineer Electrical West Zone,"P0298 M and R to Electrical Installations in Parks and Gardens, Playgrounds, Burial Grounds",Pradeep Electricals,8618755562,,First and Final,000018,09-Oct-2020,000057,26-Nov-2021,000057,26-Nov-2021,,           ,Under Process in AdCf - Acts. Supdt.,365680,Three Lakh Sixty Five Thousand Six Hundred Eighty ,17867,Seventeen Thousand Eight Hundred Sixty Seven,347813,Three Lakh Fourty Seven Thousand Eight Hundred Thirteen
