,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sl No,Job Number,Start Date,End Date,Name of Work,Ward,Office,Budget Head,Contractor,Mobile,Email,Bill Type,Order Number,Order Date,SBR Number,SBR Date,BR Number,BR Date,CBR Number,CBR Date,Payment,Gross,Gross In words,Deduction,Deduction in words,Nett,Nett in words
1,1,033-20-000082,28-Dec-2021,03-Mar-2022,Filling of Pot Hole in Ward No. 33 Manorayanapalya .,033 Manorayanapalya,Executive Engineer Hebbal East Zone,P1771 Zone Works - POW Works,022549 ARUNKUMAR ENTERPRISE,7019666667,,First and Final,000100,28-Dec-2021,000006,07-May-2022,000007,07-May-2022,,           ,Under Process in AdCf - Acts. Supdt.,1954476,Nineteen Lakh Fifty Four Thousand Four Hundred Seventy Six,93476,Ninety Three Thousand Four Hundred Seventy Six,1861000,Eighteen Lakh Sixty One Thousand 
2,2,033-21-000007,04-Oct-2020,23-Dec-2021,"Comprehensive Developments and Improvements to Roads and drains, providing missing covering slabs at Chunchappa garden Avallappa Block and Surrounding areas in Ward no 33 Manorayanapalya",033 Manorayanapalya,Executive Engineer Hebbal East Zone,P3694 Special developmental works at ward No.33,NAGESH,9980083229,,First and Final,000083,04-Oct-2021,000066,10-Mar-2022,000128,10-Mar-2022,,           ,Under Process in AdCf - Acts. Supdt.,8398159,Eighty Three Lakh Ninety Eight Thousand One Hundred Fifty Nine,388314,Three Lakh Eighty Eight Thousand Three Hundred Fourteen,8009845,Eighty  Lakh Nine Thousand Eight Hundred Fourty Five
3,3,033-21-000010,04-Oct-2021,05-Jan-2022,"Comprehensive Developments and Improvements to Roads and drains, providing missing covering slabs  at R T Nagar 1st Block, P and T Colony   and Surrounding areas in Ward no 33 Manorayanapalya",033 Manorayanapalya,Executive Engineer Hebbal East Zone,P3694 Special developmental works at ward No.33,NAGESH,9980083229,,First and Final,000084,04-Oct-2021,000065,10-Mar-2022,000127,10-Mar-2022,,           ,Under Process in AdCf - Acts. Supdt.,8398159,Eighty Three Lakh Ninety Eight Thousand One Hundred Fifty Nine,388314,Three Lakh Eighty Eight Thousand Three Hundred Fourteen,8009845,Eighty  Lakh Nine Thousand Eight Hundred Fourty Five
4,4,033-20-000075,03-Apr-2020,03-Jul-2020,Drilling of Borewells and Installation of Pumpset and other accessories Drains in ward no 33 Manorayanapalya,033 Manorayanapalya,Executive Engineer Hebbal East Zone,P3595 Special Development works at ward Nos.33,GOPI REDDY,7760405418,,First and Final,000020,30-Jun-2021,000008,30-Jun-2021,000021,30-Jun-2021,,           ,Under Process in AdCf - Acts. Supdt.,10462623,One Crore Four Lakh Sixty Two Thousand Six Hundred Twenty Three,449784,Four Lakh Fourty Nine Thousand Seven Hundred Eighty Four,10012839,One Crore Twelve Thousand Eight Hundred Thirty Nine
5,5,033-20-000071,18-Dec-2020,18-Apr-2021,"Improvements to Roads and Drains and  Improvements to Roads and Drais  Improvements to Roads and Drais and Providing Missing Covering Slabs, Replacement of Kerb Stones in Seethappa Layout, Manjunatha Layout, Avalappa Block, Manoarayanapalya and  Surrounding areas in Ward No.  33 Manorayanapalya ",033 Manorayanapalya,Executive Engineer Hebbal East Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,GOPI REDDY,7760405418,,First and Final,000018,24-Jun-2021,000004,24-Jun-2021,000018,28-Jun-2021,,           ,000096 / 12-May-2022 in RTGS,6293306,Sixty Two Lakh Ninety Three Thousand Three Hundred Six,269731,Two Lakh Sixty Nine Thousand Seven Hundred Thirty One,6023575,Sixty  Lakh Twenty Three Thousand Five Hundred Seventy Five
6,6,033-20-000064,12-Feb-2021,29-Apr-2021,Improvements of culverts Desilting and repairs to drains and replacing of damaged covering slabs in RT Nagar 1stBlock Ex-Service men colony P and T colony Dinnur and surrounding areas  in ward no 33 Manorayanapalya,033 Manorayanapalya,Executive Engineer Hebbal East Zone,P3691 Special development in Ward No. 81 Rs.4.00 Cr and Ward No. 58 Rs.3.00 Cr,Mr  GANGADHARA  L,9341260169,,First and Final,000372,12-Feb-2021,000033,24-Sep-2021,000078,24-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,10426916,One Crore Four Lakh Twenty Six Thousand Nine Hundred Sixteen,434179,Four Lakh Thirty Four Thousand One Hundred Seventy Nine,9992737,Ninety Nine Lakh Ninety Two Thousand Seven Hundred Thirty Seven
7,7,033-20-000065,12-Feb-2021,30-Apr-2021,"Improvements of culverts Desilting and repairs to drains and replacing of damaged covering slabs in Manorayanapalya, Bhuvaneshwari Nagar, Chamudinagar, Rahamathnagar and surrounding areas  in ward no 33 Manorayanapalya",033 Manorayanapalya,Executive Engineer Hebbal East Zone,P3691 Special development in Ward No. 81 Rs.4.00 Cr and Ward No. 58 Rs.3.00 Cr,Mr  GANGADHARA  L,9341260169,,First and Final,000371,12-Feb-2021,000032,24-Sep-2021,000079,24-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,10423473,One Crore Four Lakh Twenty Three Thousand Four Hundred Seventy Three,447652,Four Lakh Fourty Seven Thousand Six Hundred Fifty Two,9975821,Ninety Nine Lakh Seventy Five Thousand Eight Hundred Twenty One
8,8,033-21-000001,12-Feb-2021,17-May-2021,"Comprehensive Developments and Improvements to Roads and drains, providing missing covering slabs at Rahamathnagar, Andanappa Block and Surrounding areas in Ward no 33 Manorayanapalya",033 Manorayanapalya,Executive Engineer Hebbal East Zone,P3694 Special developmental works at ward No.33,Mr  GANGADHARA  L,9341260169,,First and Final,000365,12-Feb-2021,000031,24-Sep-2021,000080,24-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,8398159,Eighty Three Lakh Ninety Eight Thousand One Hundred Fifty Nine,368555,Three Lakh Sixty Eight Thousand Five Hundred Fifty Five,8029604,Eighty  Lakh Twenty Nine Thousand Six Hundred Four
9,9,033-21-000002,12-Feb-2020,31-May-2021,"Comprehensive Developments and Improvements to Roads and drains, providing missing covering slabs at Kousarnagar, Dinnur, Ex-serviceman colony  and Surrounding areas in Ward no 33 Manorayanapalya",033 Manorayanapalya,Executive Engineer Hebbal East Zone,P3694 Special developmental works at ward No.33,Mr  GANGADHARA  L,9341260169,,First and Final,000366,12-Feb-2021,000035,24-Sep-2021,000081,24-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,8398159,Eighty Three Lakh Ninety Eight Thousand One Hundred Fifty Nine,368555,Three Lakh Sixty Eight Thousand Five Hundred Fifty Five,8029604,Eighty  Lakh Twenty Nine Thousand Six Hundred Four
