,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,174-20-000002,07-Jun-2021,05-Jul-2021,PROVIDING WATER SUPPLY WORKS IN WARD NO 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1802 Water Supply New Areas,ANANDA KUMAR,9900261616,,Running,000102,07-Jun-2021,000063,31-Jul-2021,000118,31-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,3207494,Thirty Two Lakh Seven Thousand Four Hundred Ninety Four,162824,One Lakh Sixty Two Thousand Eight Hundred Twenty Four,3044670,Thirty  Lakh Fourty Four Thousand Six Hundred Seventy 
11,11,174-20-000046,07-Jun-2021,05-Jul-2021,Development to Bangalore one park  24th main road HSR Layout ward no 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,"P3739 Special development works in Ward No. 01, 03, 04, 05, 09, 10, 13, 15, 17, 19, 20, 26, 27, 28, 29, 34, 35, 36, 39, 43, 45, 46, 51, 52, 57, 64, 65, 71, 79, 83, 85, 88, 89,93, 96, 100, 101, 103,104, 105, 108, 109, 111, 114, 115, 119, 123, 124, 125, 126, 127, 128, 129, 130, 132, 133, 137, 138, 142, 143, 146, 149, 150, 154, 155, 156, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 170, 173, 174, 175, 177, 178, 179, 181, 182, 183, 184, 185, 186, 187, 188, 189, 191, 193, 194, 195, 196  ( Total 98 wards 2.50 crors for each ward)",ANANDA KUMAR,9900261616,,First and Final,000106,07-Jun-2021,000057,22-Jul-2021,000112,23-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,5093093,Fifty  Lakh Ninety Three Thousand Ninety Three,258546,Two Lakh Fifty Eight Thousand Five Hundred Fourty Six,4834547,Fourty Eight Lakh Thirty Four Thousand Five Hundred Fourty Seven
12,12,174-20-000084,07-Jun-2021,03-Jul-2021,Providing of Gym equipment and play equipments to parks at war dno 174 HSR Layout,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P0190 Works sanctioned by Hon Mayor,ANANDA KUMAR,9900261616,,Running,000105,07-Jun-2021,000058,23-Jul-2021,000111,23-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,5057862,Fifty  Lakh Fifty Seven Thousand Eight Hundred Sixty Two,256759,Two Lakh Fifty Six Thousand Seven Hundred Fifty Nine,4801103,Fourty Eight Lakh One Thousand One Hundred Three
13,13,174-20-000114,07-Jun-2021,06-Jul-2021,De-silting of drains and removal of accumulated debries in Ward No. 174 HSR Layout,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,ANANDA KUMAR,9900261616,,First and Final,000104,07-Jun-2021,000056,22-Jul-2021,000109,22-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,2633908,Twenty Six Lakh Thirty Three Thousand Nine Hundred Eight,103136,One Lakh Three Thousand One Hundred Thirty Six,2530772,Twenty Five Lakh Thirty  Thousand Seven Hundred Seventy Two
14,14,174-20-000048,07-Jun-2021,07-Jul-2021,"Improvements to selected roads and drains in Sector-1, 2 and 3 of HSR Layout of ward no 174",174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,"P3590 Developmental works at  Padmanabhanagar, Rajajinagar, Malleswaram, CV Ramannagar, Basavanagudi, Chickpet, Blore South Assembly constituencies Rs.5.00 Cr each constituencies",ANANDA KUMAR,9900261616,,First and Final,000101,04-Jun-2021,000055,22-Jul-2021,000110,22-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,9235746,Ninety Two Lakh Thirty Five Thousand Seven Hundred Fourty Six,468845,Four Lakh Sixty Eight Thousand Eight Hundred Fourty Five,8766901,Eighty Seven Lakh Sixty Six Thousand Nine Hundred One
15,15,174-20-000049,03-Jun-2021,26-Aug-2021,"Improvements to selected roads and drains in Sector-4, 6 and 73 of HSR Layout of ward no 174",174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,"P3590 Developmental works at  Padmanabhanagar, Rajajinagar, Malleswaram, CV Ramannagar, Basavanagudi, Chickpet, Blore South Assembly constituencies Rs.5.00 Cr each constituencies",DINESH H M,9845223355,,Running,000099,03-Jun-2021,000105,21-Mar-2022,000010,06-Apr-2022,,           ,Under Process in AdCf - Acts. Supdt.,9437140,Ninety Four Lakh Thirty Seven Thousand One Hundred Fourty ,470642,Four Lakh Seventy  Thousand Six Hundred Fourty Two,8966498,Eighty Nine Lakh Sixty Six Thousand Four Hundred Ninety Eight
16,16,174-20-000086,31-May-2021,24-Aug-2021,Providing ornamental grill to parks and other allied work at 1st sector in ward no 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P2415 Reserve fund for TandF Committee,H M Dinesh,9845223355,,First and Final,000087,31-May-2021,000080,26-Oct-2021,000157,26-Oct-2021,,           ,Under Process in AdCf - Acts. Supdt.,9082228,Ninety  Lakh Eighty Two Thousand Two Hundred Twenty Eight,243308,Two Lakh Fourty Three Thousand Three Hundred Eight,8838920,Eighty Eight Lakh Thirty Eight Thousand Nine Hundred Twenty 
17,17,174-21-000009,21-Apr-2021,10-Jun-2021,Improvements to drain at 18th cross parangini palya and 2nd sector and surrounding area in ward No. 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,SRINATH B S                             ,9663491999,,First and Final,000018,21-Apr-2021,000062,30-Jul-2021,000116,30-Jul-2021,,           ,Under Process in AdCf - Acts. Supdt.,1934466,Nineteen Lakh Thirty Four Thousand Four Hundred Sixty Six,92372,Ninety Two Thousand Three Hundred Seventy Two,1842094,Eighteen Lakh Fourty Two Thousand Ninety Four
18,18,174-21-000013,09-Apr-2021,04-Jun-2021,Improvements selected roads and drains 4th sector in ward No. 174 HSR Layout,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,VAGXMI INNOVATIVE TE,9980585540,,First and Final,000009,09-Apr-2021,000101,15-Feb-2022,000199,15-Feb-2022,,           ,Under Process in AdCf - Acts. Supdt.,1861020,Eighteen Lakh Sixty One Thousand Twenty ,165923,One Lakh Sixty Five Thousand Nine Hundred Twenty Three,1695097,Sixteen Lakh Ninety Five Thousand Ninety Seven
19,19,174-21-000011,09-Apr-2021,31-May-2021,"Improvements to drain at 21st cross, 2nd sector and surrounding area in ward No. 174",174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,VAGXMI INNOVATIVE TE,9980585540,,First and Final,000007,09-Apr-2021,000065,24-Aug-2021,000132,24-Aug-2021,,           ,000196 / 22-Jun-2022 in RTGS,1813827,Eighteen Lakh Thirteen Thousand Eight Hundred Twenty Seven,86166,Eighty Six Thousand One Hundred Sixty Six,1727661,Seventeen Lakh Twenty Seven Thousand Six Hundred Sixty One
20,20,174-20-000097,23-Sep-2020,28-Sep-2020,Further Development of HSR Layout Play Ground in ward no 174 HSR Layout,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,"P3740 Development works at Basavanagudi, CV Ramanggar, Rajajinagar, Malleswaram, Padmanabhanagar, Chickpet Assembly constituencies ( Rs. 10 crores for each constituency) Bommanahalli,Bangalore south, Yelahanka, Mahadevapura Assembly contituencies (Rs. 15 crores for each constituency)", VEENASHIVAPPARAI CI,9448463619,,First and Final,000002,05-Apr-2021,000031,29-May-2021,000032,31-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,442000,Four Lakh Fourty Two Thousand ,44200,Fourty Four Thousand Two Hundred ,397800,Three Lakh Ninety Seven Thousand Eight Hundred 
21,21,174-21-000004,23-Sep-2020,28-Sep-2020,Development of HSR Layout Play Ground  ward no 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3807 Development of HSR Layout play grounds, VEENASHIVAPPARAI CI,9448463619,,First and Final,000001,05-Apr-2021,000032,29-May-2021,000031,31-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,445000,Four Lakh Fourty Five Thousand ,44500,Fourty Four Thousand Five Hundred ,400500,Four Lakh Five Hundred 
22,22,174-20-000006,23-Sep-2020,30-Sep-2020,Providing DPR services for the works indicated below Development works at Sri Atal Bhihari Vajapai stadium HSR layout 19th main apposite to Siradi Sayi Baba temple in Ward No. 174 HSR Layout,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3693 Special Developmental works at ward No.29, VEENASHIVAPPARAI CI,9448463619,,First and Final,000003,05-Apr-2021,000038,30-May-2021,000079,30-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,440000,Four Lakh Fourty  Thousand ,44000,Fourty Four Thousand ,396000,Three Lakh Ninety Six Thousand 
23,23,174-21-000006,23-Sep-2020,30-Sep-2020,Providing DPR services for the works indicated below Development of HSR Layout Play Ground in ward no 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P2573 Encouragement to Rural Sports (Marali ba Atada Maidhanakke) Dy Mayors discretionary, VEENASHIVAPPARAI CI,9448463619,,First and Final,000174,30-Mar-2021,000033,29-May-2021,000033,31-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,440000,Four Lakh Fourty  Thousand ,44000,Fourty Four Thousand ,396000,Three Lakh Ninety Six Thousand 
24,24,174-21-000001,23-Sep-2020,30-Sep-2020,Development of H S R Park Play Ground in Bommanahalli  Assembly Constituency,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants), VEENASHIVAPPARAI CI,9448463619,,First and Final,000173,30-Mar-2021,000037,30-May-2021,000078,30-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,435000,Four Lakh Thirty Five Thousand ,43500,Fourty Three Thousand Five Hundred ,391500,Three Lakh Ninety One Thousand Five Hundred 
25,25,174-20-000042,01-Jun-2021,31-Jan-2022,Annual Operation and Maintenance of street lighting system in HSR  layout Sector-1 sector-4 sector-6 Agara Ibbaluru and associted area of ward no ward no-174  Package B1A of Bommanahalli zone.,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SRI KRISHNA ELECTRIC,9036610599,,Running,000034,18-Feb-2021,000035,16-Feb-2022,000035,16-Feb-2022,,           ,000255 / 16-Jul-2022 in RTGS,2476910,Twenty Four Lakh Seventy Six Thousand Nine Hundred Ten,110977,One Lakh Ten Thousand Nine Hundred Seventy Seven,2365933,Twenty Three Lakh Sixty Five Thousand Nine Hundred Thirty Three
26,26,174-20-000043,01-Jan-2022,31-Jan-2022,Annual Operation and Maintenance of street lighting system in HSR  layout Sector-2 sector-3 sector-7 Rajeev Gandhi nagar (Gunduthopu) and associted area of  ward no-174 Package B1B of Bommanahalli zone,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SRI MANJUNATHA ELECT,9663394918,,Running,000033,18-Feb-2021,000034,14-Feb-2022,000034,15-Feb-2022,,           ,000255 / 16-Jul-2022 in RTGS,195256,One Lakh Ninety Five Thousand Two Hundred Fifty Six,14550,Fourteen Thousand Five Hundred Fifty ,180706,One Lakh Eighty  Thousand Seven Hundred Six
27,27,174-20-000043,01-Jun-2021,31-Dec-2021,Annual Operation and Maintenance of street lighting system in HSR  layout Sector-2 sector-3 sector-7 Rajeev Gandhi nagar (Gunduthopu) and associted area of  ward no-174 Package B1B of Bommanahalli zone,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SRI MANJUNATHA ELECT,9663394918,,Running,000033,18-Feb-2021,000033,09-Feb-2022,000033,15-Feb-2022,,           ,000255 / 16-Jul-2022 in RTGS,1969010,Nineteen Lakh Sixty Nine Thousand Ten,96012,Ninety Six Thousand Twelve,1872998,Eighteen Lakh Seventy Two Thousand Nine Hundred Ninety Eight
28,28,174-20-000042,20-Feb-2021,31-May-2021,Annual Operation and Maintenance of street lighting system in HSR  layout Sector-1 sector-4 sector-6 Agara Ibbaluru and associted area of ward no ward no-174  Package B1A of Bommanahalli zone.,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SRI KRISHNA ELECTRIC,9036610599,,Running,000034,18-Feb-2021,000024,22-Jul-2021,000025,29-Jul-2021,,           ,000246 / 13-Oct-2021 in RTGS,730911,Seven Lakh Thirty  Thousand Nine Hundred Eleven,51638,Fifty One Thousand Six Hundred Thirty Eight,679273,Six Lakh Seventy Nine Thousand Two Hundred Seventy Three
29,29,174-20-000043,20-Feb-2021,31-May-2021,Annual Operation and Maintenance of street lighting system in HSR  layout Sector-2 sector-3 sector-7 Rajeev Gandhi nagar (Gunduthopu) and associted area of  ward no-174 Package B1B of Bommanahalli zone,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SRI MANJUNATHA ELECT,9663394918,,Running,000033,18-Feb-2021,000025,22-Jul-2021,000026,29-Jul-2021,,           ,000246 / 13-Oct-2021 in RTGS,644270,Six Lakh Fourty Four Thousand Two Hundred Seventy ,48011,Fourty Eight Thousand Eleven,596259,Five Lakh Ninety Six Thousand Two Hundred Fifty Nine
30,30,174-20-000043,01-Feb-2022,31-Mar-2022,Annual Operation and Maintenance of street lighting system in HSR  layout Sector-2 sector-3 sector-7 Rajeev Gandhi nagar (Gunduthopu) and associted area of  ward no-174 Package B1B of Bommanahalli zone,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),SRI MANJUNATHA ELECT,9663394918,,Running,000033,18-Feb-2021,000007,12-Jun-2022,,           ,,           ,Under Process in Executive Engineer,390511,Three Lakh Ninety  Thousand Five Hundred Eleven,0,,390511,Three Lakh Ninety  Thousand Five Hundred Eleven
31,31,174-21-000015,15-Feb-2021,09-Apr-2021,Improvements selected roads and drains Agara village in ward No. 174 HSR Layout,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,BHASKAR J           ,9880278751,,First and Final,000154,15-Feb-2021,000070,01-Sep-2021,000138,01-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,846223,Eight Lakh Fourty Six Thousand Two Hundred Twenty Three,42958,Fourty Two Thousand Nine Hundred Fifty Eight,803265,Eight Lakh Three Thousand Two Hundred Sixty Five
32,32,174-21-000012,10-Feb-2021,05-Apr-2021,Improvements selected roads and drains 3rd sector in ward No. 174 HSR Layout,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,SR INFRA,9902417095,,First and Final,000146,10-Feb-2021,000001,26-Apr-2021,000001,26-Apr-2021,,           ,000114 / 19-May-2022 in RTGS,2340506,Twenty Three Lakh Fourty  Thousand Five Hundred Six,122992,One Lakh Twenty Two Thousand Nine Hundred Ninety Two,2217514,Twenty Two Lakh Seventeen Thousand Five Hundred Fourteen
33,33,174-21-000010,09-Feb-2021,09-Apr-2021,Improvements to drain at 19th cross 2nd sector and surrounding area in ward No. 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,SANTHOSH KUMAR C,9686749999,,First and Final,000145,09-Feb-2021,000083,12-Nov-2021,000171,12-Nov-2021,,           ,Under Process in AdCf - Acts. Supdt.,1819286,Eighteen Lakh Nineteen Thousand Two Hundred Eighty Six,84355,Eighty Four Thousand Three Hundred Fifty Five,1734931,Seventeen Lakh Thirty Four Thousand Nine Hundred Thirty One
34,34,174-20-000044,01-Feb-2021,31-May-2021,Annual Operation and Maintenance of street lighting system  of ORR (Central silk Board to Ibbalur ) in ward No-174 Package B17 of Bommanahalli zone,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),ENTIREENTERPRISE,9731927307,,Running,000024,31-Jan-2021,000030,12-Aug-2021,000030,13-Aug-2021,,           ,000246 / 13-Oct-2021 in RTGS,889936,Eight Lakh Eighty Nine Thousand Nine Hundred Thirty Six,46143,Fourty Six Thousand One Hundred Fourty Three,843793,Eight Lakh Fourty Three Thousand Seven Hundred Ninety Three
35,35,174-20-000044,01-Jun-2021,31-Jan-2022,Annual Operation and Maintenance of street lighting system  of ORR (Central silk Board to Ibbalur ) in ward No-174 Package B17 of Bommanahalli zone,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),ENTIREENTERPRISE,9731927307,,Running,000024,31-Jan-2021,000004,12-Jun-2022,,           ,,           ,Under Process in Executive Engineer,554368,Five Lakh Fifty Four Thousand Three Hundred Sixty Eight,0,,554368,Five Lakh Fifty Four Thousand Three Hundred Sixty Eight
36,36,174-20-000044,01-Feb-2022,31-Mar-2022,Annual Operation and Maintenance of street lighting system  of ORR (Central silk Board to Ibbalur ) in ward No-174 Package B17 of Bommanahalli zone,174 HSR Layout,Executive Engineer Electrical Division Bomanahalli Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),ENTIREENTERPRISE,9731927307,,Final,000024,31-Jan-2021,000005,12-Jun-2022,,           ,,           ,Under Process in Executive Engineer,45800,Fourty Five Thousand Eight Hundred ,0,,0,
37,37,174-20-000094,15-Jan-2021,14-Mar-2021,Improvements and asphalting of selected roads in  6th Sector in Ward No. 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,ANANDA KUMAR,9900261616,,First and Final,000129,15-Jan-2021,000010,10-May-2021,000028,10-May-2021,,           ,000096 / 12-May-2022 in RTGS,3793014,Thirty Seven Lakh Ninety Three Thousand Fourteen,197322,One Lakh Ninety Seven Thousand Three Hundred Twenty Two,3595692,Thirty Five Lakh Ninety Five Thousand Six Hundred Ninety Two
38,38,174-20-000096,13-Nov-2020,30-Jul-2021,Improvements and asphalting  of selected roads  in 7th Sector in Ward No. 174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,DINESH H M,9845223355,,First and Final,000092,13-Nov-2020,000106,21-Mar-2022,000011,06-Apr-2022,,           ,Under Process in AdCf - Acts. Supdt.,3948066,Thirty Nine Lakh Fourty Eight Thousand Sixty Six,218943,Two Lakh Eighteen Thousand Nine Hundred Fourty Three,3729123,Thirty Seven Lakh Twenty Nine Thousand One Hundred Twenty Three
39,39,174-20-000116,13-Nov-2020,04-Jan-2021,Improvements of Drain and Providing Missing Slabs in Ward No.174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,ANANDA KUMAR,9900261616,,First and Final,000087,13-Nov-2020,000072,29-Jan-2021,000162,03-Feb-2021,,           ,Under Process in AdCf - Acts. Supdt.,1559577,Fifteen Lakh Fifty Nine Thousand Five Hundred Seventy Seven,152147,One Lakh Fifty Two Thousand One Hundred Fourty Seven,1407430,Fourteen Lakh Seven Thousand Four Hundred Thirty 
40,40,174-20-000117,13-Nov-2020,05-Jan-2021,Construction and Maintaince of Culverts in Ward No.-174,174 HSR Layout,Executive Engineer Bommanahalli Division Bomanahalli Zone,P1771 Zone Works - POW Works,ANAND KUMAR,9900261616,,First and Final,000086,13-Nov-2020,000073,29-Jan-2021,000163,03-Feb-2021,,           ,Under Process in AdCf - Acts. Supdt.,1767932,Seventeen Lakh Sixty Seven Thousand Nine Hundred Thirty Two,174760,One Lakh Seventy Four Thousand Seven Hundred Sixty ,1593172,Fifteen Lakh Ninety Three Thousand One Hundred Seventy Two
