,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sl No,Job Number,Start Date,End Date,Name of Work,Ward,Office,Budget Head,Contractor,Mobile,Email,Bill Type,Order Number,Order Date,SBR Number,SBR Date,BR Number,BR Date,CBR Number,CBR Date,Payment,Gross,Gross In words,Deduction,Deduction in words,Nett,Nett in words
1,1,079-20-000016,19-Jan-2022,17-May-2022,Improvements to Drains and Footpath in Lazer road and surrounding area in ward no 79,079 Sarvagna Nagar,Executive Engineer C V Raman Nagar East Zone,"P3739 Special development works in Ward No. 01, 03, 04, 05, 09, 10, 13, 15, 17, 19, 20, 26, 27, 28, 29, 34, 35, 36, 39, 43, 45, 46, 51, 52, 57, 64, 65, 71, 79, 83, 85, 88, 89,93, 96, 100, 101, 103,104, 105, 108, 109, 111, 114, 115, 119, 123, 124, 125, 126, 127, 128, 129, 130, 132, 133, 137, 138, 142, 143, 146, 149, 150, 154, 155, 156, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 170, 173, 174, 175, 177, 178, 179, 181, 182, 183, 184, 185, 186, 187, 188, 189, 191, 193, 194, 195, 196  ( Total 98 wards 2.50 crors for each ward)",022654 Mr. DEVANANDA . V,9880858969,,First and Final,000036,19-Jan-2022,000013,22-Jun-2022,000027,22-Jun-2022,,           ,Under Process in EE (Acts. Supdt.),8287239,Eighty Two Lakh Eighty Seven Thousand Two Hundred Thirty Nine,434639,Four Lakh Thirty Four Thousand Six Hundred Thirty Nine,7852600,Seventy Eight Lakh Fifty Two Thousand Six Hundred 
2,2,079-20-000040,03-Sep-2021,07-Oct-2021,Repairs and Maintenance of roads with Cement Concrete in New Byappanahalli and surroundings area in ward no 79,079 Sarvagna Nagar,Executive Engineer C V Raman Nagar East Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,GANESH M S,9980949398,,First and Final,000009,03-Sep-2021,000001,07-Apr-2022,000001,07-Apr-2022,,           ,Under Process in AdCf - Acts. Supdt.,4442619,Fourty Four Lakh Fourty Two Thousand Six Hundred Nineteen,306108,Three Lakh Six Thousand One Hundred Eight,4136511,Fourty One Lakh Thirty Six Thousand Five Hundred Eleven
3,3,079-21-000004,05-Apr-2021,30-Aug-2021,Improvements to parks at MM Road in sarvagnanagar ward no 79,079 Sarvagna Nagar,Executive Engineer Project East Zone,P0190 Works sanctioned by Hon Mayor,HANUMANTH G NAIK,9481455797,hgnaik33@gmail.com,First and Final,000001,07-Apr-2021,000005,24-May-2022,000005,24-May-2022,,           ,Under Process in EE (Acts. Supdt.),7491200,Seventy Four Lakh Ninety One Thousand Two Hundred ,358750,Three Lakh Fifty Eight Thousand Seven Hundred Fifty ,7132450,Seventy One Lakh Thirty Two Thousand Four Hundred Fifty 
4,4,079-19-000022,05-Mar-2021,01-Apr-2021,Cleaning of Kalpalli Burial Ground during Shivaratri in ward No.79 Sarvagnanagara,079 Sarvagna Nagar,Executive Engineer C V Raman Nagar East Zone,P1771 Zone Works - POW Works,SHIVAKUMAR          ,8105012100,,Final,000079,05-Mar-2021,000002,22-May-2021,000007,22-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,448972,Four Lakh Fourty Eight Thousand Nine Hundred Seventy Two,31878,Thirty One Thousand Eight Hundred Seventy Eight,417094,Four Lakh Seventeen Thousand Ninety Four
5,5,079-19-000009,02-Feb-2021,30-Apr-2021,PROVIDING DRINKING WATER SUPPLY IN WARD NO 79,079 Sarvagna Nagar,Executive Engineer Project East Zone,P1802 Water Supply New Areas,C JAYAKUMAAR,9448088965,,First and Final,000072,02-Feb-2021,000020,07-Oct-2021,000022,29-Oct-2021,,           ,Under Process in AdCf - Acts. Supdt.,1995900,Nineteen Lakh Ninety Five Thousand Nine Hundred ,195930,One Lakh Ninety Five Thousand Nine Hundred Thirty ,1799970,Seventeen Lakh Ninety Nine Thousand Nine Hundred Seventy 
6,6,079-20-000007,07-Jan-2021,11-Oct-2021,Operation and Maintenance of street lights at area ward no 79 package E30,079 Sarvagna Nagar,Executive Engineer Electrical East Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),HITECH ELECTRICALS  ,9980626722,,Running,000087,07-Jan-2021,000144,09-Nov-2021,000139,09-Nov-2021,,           ,000387 / 02-Mar-2022 in RTGS,195910,One Lakh Ninety Five Thousand Nine Hundred Ten,15358,Fifteen Thousand Three Hundred Fifty Eight,180552,One Lakh Eighty  Thousand Five Hundred Fifty Two
7,7,079-20-000007,11-May-2021,10-Aug-2021,Operation and Maintenance of street lights at area ward no 79 package E30,079 Sarvagna Nagar,Executive Engineer Electrical East Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),HITECH ELECTRICALS  ,9980626722,,Running,000087,07-Jan-2021,000125,21-Aug-2021,000120,21-Aug-2021,,           ,000246 / 13-Oct-2021 in RTGS,293866,Two Lakh Ninety Three Thousand Eight Hundred Sixty Six,22705,Twenty Two Thousand Seven Hundred Five,271161,Two Lakh Seventy One Thousand One Hundred Sixty One
8,8,079-20-000007,11-Jan-2021,10-May-2021,Operation and Maintenance of street lights at area ward no 79 package E30,079 Sarvagna Nagar,Executive Engineer Electrical East Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),HITECH ELECTRICALS  ,9980626722,,Running,000087,07-Jan-2021,000032,03-Jun-2021,000029,05-Jun-2021,,           ,000246 / 13-Oct-2021 in RTGS,391821,Three Lakh Ninety One Thousand Eight Hundred Twenty One,34844,Thirty Four Thousand Eight Hundred Fourty Four,356977,Three Lakh Fifty Six Thousand Nine Hundred Seventy Seven
9,9,079-20-000007,11-Oct-2021,10-Jan-2022,Operation and Maintenance of street lights at area ward no 79 package E30,079 Sarvagna Nagar,Executive Engineer Electrical East Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),HITECH ELECTRICALS  ,9980626722,,Running,000087,07-Jan-2021,,           ,,           ,,           ,Under Process in Asst. Exec. Engineer,293866,Two Lakh Ninety Three Thousand Eight Hundred Sixty Six,0,,0,
