id,wo num, wodetails,contractor,brnumber,amount,nett,deduction
7921,193-13-000066,Improvements to drain and Asphalting to roads at Krishna Layout 6th and 7th 8th and 9th main and roads in ward no 193 arekere,KRIDL9999999999,BR - 000090 / 24-Jun-2014CBR - 001729 / 31-May-2016Rtgs - 000045 / 04-Jun-2016,5495418,4739664,755754
7924,193-13-000065,Improvements to drain and Asphalting to roads at Krishna Layout 3rd 4th and 5th main and cross roads in ward no 193 arekere,KRIDL9999999999,BR - 000091 / 24-Jun-2014CBR - 001738 / 31-May-2016Rtgs - 000045 / 04-Jun-2016,5497337,4742724,754613
8411,193-13-000046,Providing Re-asphalting to main and cross roads of Nyanappanahalli village and layout in ward no 193,KRIDL9999999999,BR - 000092 / 24-Jun-2014CBR - 001739 / 31-May-2016Rtgs - 000045 / 04-Jun-2016,5496400,4740740,755660
7926,193-13-000067,Improvements to drain and Asphalting to roads at Krishna Layout 1st main 2nd main and cross roads in ward no 193 arekere,KRIDL9999999999,BR - 000093 / 24-Jun-2014CBR - 001740 / 31-May-2016Rtgs - 000045 / 04-Jun-2016,5490537,4736597,753940
9644,193-14-000035,Improvements to drain and asphalting to cross roads in Doddamma Layout in ward no. 193.,KRIDL9480828220,BR - 000160 / 30-Jul-2014CBR - 002595 / 16-Jun-2016Rtgs - 000060 / 18-Jun-2016,5387425,4655695,731730
18268,193-15-000040,Providing chain link fencing and path way at Shantinikethan layout water tank (Club) Park in ward no 193 Arakere ,KRIDL9999999999,BR - 000011 / 28-Oct-2015CBR - 004023 / 27-Jul-2016Rtgs - 000090 / 02-Aug-2016,2499212,2184310,314902
18287,193-15-000039,Providing chain link fencing and pathway at RTO Office opp Park ward no 193 Arakere ,KRIDL9999999999,BR - 000013 / 28-Oct-2015CBR - 004024 / 27-Jul-2016Rtgs - 000090 / 02-Aug-2016,3997009,3494375,502634
18316,193-14-000025,Providing watchmen shed and granite benchs to various parks at Shanthinikethan layout in ward no 193 Arekere,KRIDL9999999999,BR - 000006 / 28-Oct-2015CBR - 004025 / 27-Jul-2016Rtgs - 000090 / 02-Aug-2016,1093617,949820,143797
11762,193-12-000059,Providing and removing and refixing and asphalting to roads from H road to K main at Vysya Bank Colony in W.No 193,USHA ENTERPRISES9999999999,BR - 000064 / 30-May-2014CBR - 004264 / 03-Aug-2016Rtgs - 000096 / 09-Aug-2016,2071355,1799869,271486
52847,193-16-000015,Improvements to roads and drains in jai hanuman Nagar in ward No. 193,H D INFRASTRUCTURES9945232178,BR - 000276 / 19-Sep-2016CBR - 006046 / 14-Dec-2016Rtgs - 000155 / 16-Dec-2016,4430607,3859059,571548
