,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sl No,Job Number,Start Date,End Date,Name of Work,Ward,Office,Budget Head,Contractor,Mobile,Email,Bill Type,Order Number,Order Date,SBR Number,SBR Date,BR Number,BR Date,CBR Number,CBR Date,Payment,Gross,Gross In words,Deduction,Deduction in words,Nett,Nett in words
1,1,160-22-000008,21-Apr-2022,08-Jun-2022,"Providing CC  Road & RCC Drain Promad layout SWD bridge to Atmajyothi Nagara slum in ward no.160,Rajarajeshwari Nagara.",160 Rajarajeshwari Nagar,Executive Engineer Rajarajeshwari Nagar Division,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,GOUTHAM CONSTRUCTION,7202490980,,First and Final,000003,21-Apr-2022,000005,16-Jul-2022,000043,16-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),9919413,Ninety Nine Lakh Nineteen Thousand Four Hundred Thirteen,1227413,Twelve Lakh Twenty Seven Thousand Four Hundred Thirteen,8692000,Eighty Six Lakh Ninety Two Thousand 
2,2,160-22-000009,21-Apr-2022,08-Jun-2022,"Providing CC  Road & RCC Drain from Mysore Road old Check post (Near Petrol bunk) to promad layout Main road in ward no.160,Rajarajeshwari Nagara.",160 Rajarajeshwari Nagar,Executive Engineer Rajarajeshwari Nagar Division,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,GOUTHAM CONSTRUCTION,7202490980,,First and Final,000002,21-Apr-2022,000006,16-Jul-2022,000044,16-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),9936743,Ninety Nine Lakh Thirty Six Thousand Seven Hundred Fourty Three,1293643,Twelve Lakh Ninety Three Thousand Six Hundred Fourty Three,8643100,Eighty Six Lakh Fourty Three Thousand One Hundred 
3,3,160-22-000001,17-Jan-2022,04-Apr-2022,Maintenance and Repairs of Rajarajeshwari Nagara Zonal Building in Ward No.160,160 Rajarajeshwari Nagar,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P0595 Zonal Buildings,MANINAIDUMS,9845290444,,Second and Final,000033,17-Jan-2022,000002,05-Apr-2022,000002,05-Apr-2022,,           ,Under Process in AdCf - Acts. Supdt.,1128214,Eleven Lakh Twenty Eight Thousand Two Hundred Fourteen,48838,Fourty Eight Thousand Eight Hundred Thirty Eight,1079376,Ten Lakh Seventy Nine Thousand Three Hundred Seventy Six
4,4,160-22-000001,17-Jan-2022,27-Jan-2022,Maintenance and Repairs of Rajarajeshwari Nagara Zonal Building in Ward No.160,160 Rajarajeshwari Nagar,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P0595 Zonal Buildings,MANINAIDUMS,9845290444,,Running,000033,17-Jan-2022,000003,03-Feb-2022,000045,04-Feb-2022,,           ,Under Process in AdCf - Acts. Supdt.,3251977,Thirty Two Lakh Fifty One Thousand Nine Hundred Seventy Seven,126364,One Lakh Twenty Six Thousand Three Hundred Sixty Four,3125613,Thirty One Lakh Twenty Five Thousand Six Hundred Thirteen
5,5,160-21-000124,28-Dec-2021,05-Apr-2022,"Providing high intensity illumination to Mysore road RR Nagara arch Junction,  Basaveshwara circle junction, Ideal homes junction, Halagevaderahalli junction, double road BDA complex junction and Channasandra junction of ward no. 160 under RR nagara zone.",160 Rajarajeshwari Nagar,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),022327 SRI BALAJI ELECTRICA,9845687738,,First and Final,000019,28-Dec-2021,000005,18-May-2022,000005,18-May-2022,,           ,Under Process in EE (Acts. Supdt.),1624418,Sixteen Lakh Twenty Four Thousand Four Hundred Eighteen,63120,Sixty Three Thousand One Hundred Twenty ,1561298,Fifteen Lakh Sixty One Thousand Two Hundred Ninety Eight
6,6,160-21-000004,26-Oct-2021,13-Jan-2022,Improvements to Roads and Drains at M G Layout and surrounding areas in ward no 160 Rajarajeshwari nagara,160 Rajarajeshwari Nagar,Executive Engineer Rajarajeshwari Nagar Division,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,D V SRIDHAR,9663371320,,First and Final,000121,26-Oct-2021,000112,01-Feb-2022,000241,01-Feb-2022,,           ,Under Process in AdCf - Acts. Supdt.,5862853,Fifty Eight Lakh Sixty Two Thousand Eight Hundred Fifty Three,315853,Three Lakh Fifteen Thousand Eight Hundred Fifty Three,5547000,Fifty Five Lakh Fourty Seven Thousand 
7,7,160-21-000005,26-Oct-2021,29-Dec-2021,Improvemnets to Roads and Drains at Channasandra and surrounding areas in ward no 160 Rajarajeshwari nagara,160 Rajarajeshwari Nagar,Executive Engineer Rajarajeshwari Nagar Division,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,D V SRIDHAR,9663371320,,First and Final,000119,26-Oct-2021,000113,01-Feb-2022,000242,01-Feb-2022,,           ,Under Process in AdCf - Acts. Supdt.,5873300,Fifty Eight Lakh Seventy Three Thousand Three Hundred ,351100,Three Lakh Fifty One Thousand One Hundred ,5522200,Fifty Five Lakh Twenty Two Thousand Two Hundred 
8,8,160-21-000006,26-Oct-2021,28-Dec-2021,Improvemnets to Roads and Drains at Shivanna Layout  surrounding areas in ward no 160 Rajarajeshwari nagara,160 Rajarajeshwari Nagar,Executive Engineer Rajarajeshwari Nagar Division,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,D V SRIDHAR,9663371320,,First and Final,000120,26-Oct-2021,000114,01-Feb-2022,000243,01-Feb-2022,,           ,Under Process in AdCf - Acts. Supdt.,5874484,Fifty Eight Lakh Seventy Four Thousand Four Hundred Eighty Four,349484,Three Lakh Fourty Nine Thousand Four Hundred Eighty Four,5525000,Fifty Five Lakh Twenty Five Thousand 
9,9,160-20-000155,01-Sep-2021,24-Jan-2022,Improvements to roads and drains at BEML 3rd Stage and Surrounding areas in ward no 160 (Rajarajeshwari Nagara),160 Rajarajeshwari Nagar,Executive Engineer Rajarajeshwari Nagar Division,"P3739 Special development works in Ward No. 01, 03, 04, 05, 09, 10, 13, 15, 17, 19, 20, 26, 27, 28, 29, 34, 35, 36, 39, 43, 45, 46, 51, 52, 57, 64, 65, 71, 79, 83, 85, 88, 89,93, 96, 100, 101, 103,104, 105, 108, 109, 111, 114, 115, 119, 123, 124, 125, 126, 127, 128, 129, 130, 132, 133, 137, 138, 142, 143, 146, 149, 150, 154, 155, 156, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 170, 173, 174, 175, 177, 178, 179, 181, 182, 183, 184, 185, 186, 187, 188, 189, 191, 193, 194, 195, 196  ( Total 98 wards 2.50 crors for each ward)",Mr  SHANKAR   ,9353162877,,First and Final,000076,01-Sep-2021,000122,16-Mar-2022,000252,16-Mar-2022,,           ,Under Process in AdCf - Acts. Supdt.,4571785,Fourty Five Lakh Seventy One Thousand Seven Hundred Eighty Five,598185,Five Lakh Ninety Eight Thousand One Hundred Eighty Five,3973600,Thirty Nine Lakh Seventy Three Thousand Six Hundred 
