,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sl No,Job Number,Start Date,End Date,Name of Work,Ward,Office,Budget Head,Contractor,Mobile,Email,Bill Type,Order Number,Order Date,SBR Number,SBR Date,BR Number,BR Date,CBR Number,CBR Date,Payment,Gross,Gross In words,Deduction,Deduction in words,Nett,Nett in words
1,1,166-22-000003,01-Apr-2022,01-Jun-2022,Operation and Maintenance of Street Lighting System in ward no 166 and 180 Package S-14 of South Zone,166 Karisandra,Executive Engineer Electrical South Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),022492 ARAVINDA ELECTRICALS,9845108838,,Running,000026,30-Mar-2022,000053,08-Jul-2022,000051,08-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),602083,Six Lakh Two Thousand Eighty Three,45959,Fourty Five Thousand Nine Hundred Fifty Nine,556124,Five Lakh Fifty Six Thousand One Hundred Twenty Four
2,2,166-20-000068,07-Sep-2021,03-Dec-2021,Providing asphalting to 2nd main road and 15th cross BSK 2nd stage in ward no 166,166 Karisandra,Executive Engineer Padmanabhanagar South Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,Mr  BOREGOWDA  R,9916038019,,First and Final,000052,07-Sep-2021,000008,22-Apr-2022,000012,22-Apr-2022,,           ,Under Process in AdCf - Acts. Supdt.,1396564,Thirteen Lakh Ninety Six Thousand Five Hundred Sixty Four,154683,One Lakh Fifty Four Thousand Six Hundred Eighty Three,1241881,Twelve Lakh Fourty One Thousand Eight Hundred Eighty One
3,3,166-21-000007,12-Aug-2021,04-Oct-2021,Providing asphalting to 2nd main and Improvements to drains at 17th cross and surroundings BSK 2nd stage in Ward No 166 Karisandra,166 Karisandra,Executive Engineer Padmanabhanagar South Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,PRAMOD              ,8147858630,,First and Final,000046,12-Aug-2021,000007,22-Apr-2022,000011,22-Apr-2022,,           ,Under Process in AdCf - Acts. Supdt.,1896047,Eighteen Lakh Ninety Six Thousand Fourty Seven,167230,One Lakh Sixty Seven Thousand Two Hundred Thirty ,1728817,Seventeen Lakh Twenty Eight Thousand Eight Hundred Seventeen
4,4,166-21-000008,09-Jul-2021,08-Oct-2021,Providing asphalting to roads at 33rd cross and 32nd A cross from S. Kariyappa road to 3rd main of 7th block Jayanagar in Ward No. 166 Karisandra,166 Karisandra,Executive Engineer Padmanabhanagar South Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,SANDESHHM,9611667101,,First and Final,000039,09-Jul-2021,000006,21-Apr-2022,000010,21-Apr-2022,,           ,Under Process in AdCf - Acts. Supdt.,1951429,Nineteen Lakh Fifty One Thousand Four Hundred Twenty Nine,194266,One Lakh Ninety Four Thousand Two Hundred Sixty Six,1757163,Seventeen Lakh Fifty Seven Thousand One Hundred Sixty Three
5,5,166-20-000065,22-Jun-2021,13-Sep-2021,Improvements to roads at  open well road and 26th cross of Karisandra village  in ward no 166,166 Karisandra,Executive Engineer Padmanabhanagar South Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,V V ENTERPRISES,9008631111,,First and Final,000029,22-Jun-2021,000061,05-Feb-2022,000142,05-Feb-2022,,           ,Under Process in AdCf - Acts. Supdt.,1921718,Nineteen Lakh Twenty One Thousand Seven Hundred Eighteen,179539,One Lakh Seventy Nine Thousand Five Hundred Thirty Nine,1742179,Seventeen Lakh Fourty Two Thousand One Hundred Seventy Nine
6,6,166-20-000075,19-May-2021,24-Sep-2021,Upgradation of park lighting system in Bouleward D E F Parks and Gopalakrishna Adiga Park Jayanagara 7th Block in Ward No 166,166 Karisandra,Executive Engineer Electrical South Zone,"P3739 Special development works in Ward No. 01, 03, 04, 05, 09, 10, 13, 15, 17, 19, 20, 26, 27, 28, 29, 34, 35, 36, 39, 43, 45, 46, 51, 52, 57, 64, 65, 71, 79, 83, 85, 88, 89,93, 96, 100, 101, 103,104, 105, 108, 109, 111, 114, 115, 119, 123, 124, 125, 126, 127, 128, 129, 130, 132, 133, 137, 138, 142, 143, 146, 149, 150, 154, 155, 156, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 170, 173, 174, 175, 177, 178, 179, 181, 182, 183, 184, 185, 186, 187, 188, 189, 191, 193, 194, 195, 196  ( Total 98 wards 2.50 crors for each ward)","Sri Shankar Manja, Sri Durga Enterprises",0000000000,,First and Final,000003,19-May-2021,000104,09-Nov-2021,000105,09-Nov-2021,,           ,Under Process in AdCf - Acts. Supdt.,6870886,Sixty Eight Lakh Seventy  Thousand Eight Hundred Eighty Six,782692,Seven Lakh Eighty Two Thousand Six Hundred Ninety Two,6088194,Sixty  Lakh Eighty Eight Thousand One Hundred Ninety Four
7,7,166-20-000074,19-May-2021,22-Sep-2021,Providing Ornamental Lighting System in 32nd Cross and 4th cross Jayanagara 7th Block and 27th cross Banashankari 2nd Stage in Ward no 166,166 Karisandra,Executive Engineer Electrical South Zone,"P3739 Special development works in Ward No. 01, 03, 04, 05, 09, 10, 13, 15, 17, 19, 20, 26, 27, 28, 29, 34, 35, 36, 39, 43, 45, 46, 51, 52, 57, 64, 65, 71, 79, 83, 85, 88, 89,93, 96, 100, 101, 103,104, 105, 108, 109, 111, 114, 115, 119, 123, 124, 125, 126, 127, 128, 129, 130, 132, 133, 137, 138, 142, 143, 146, 149, 150, 154, 155, 156, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 170, 173, 174, 175, 177, 178, 179, 181, 182, 183, 184, 185, 186, 187, 188, 189, 191, 193, 194, 195, 196  ( Total 98 wards 2.50 crors for each ward)","Pradeep Kumar. S.N, M/s. Ganga Enterpries",0000000000,,First and Final,000002,19-May-2021,000103,25-Oct-2021,000104,25-Oct-2021,,           ,Under Process in AdCf - Acts. Supdt.,3485443,Thirty Four Lakh Eighty Five Thousand Four Hundred Fourty Three,397288,Three Lakh Ninety Seven Thousand Two Hundred Eighty Eight,3088155,Thirty  Lakh Eighty Eight Thousand One Hundred Fifty Five
8,8,166-21-000005,08-Apr-2021,03-Jan-2022,"Improvements to Roads, Drains and Culverts at Sallapuramma Temple road and surroundings in Ward No 166 Karisandra",166 Karisandra,Executive Engineer Padmanabhanagar South Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,MANJUNATH.K.C,9108281083,,First and Final,000015,08-Apr-2021,000014,20-May-2022,000020,21-May-2022,,           ,Under Process in AdCf - Acts. Supdt.,2497624,Twenty Four Lakh Ninety Seven Thousand Six Hundred Twenty Four,277699,Two Lakh Seventy Seven Thousand Six Hundred Ninety Nine,2219925,Twenty Two Lakh Nineteen Thousand Nine Hundred Twenty Five
9,9,166-20-000071,08-Apr-2021,02-Jun-2021,Improvements to roads at 7th A Main and 7th Main from 23rd cross to 24th A cross of Karisandra village in ward no 166,166 Karisandra,Executive Engineer Padmanabhanagar South Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,MANJUNATH.K.C,9108281083,,First and Final,000016,08-Apr-2021,000075,28-Mar-2022,000167,29-Mar-2022,,           ,Under Process in AdCf - Acts. Supdt.,2698676,Twenty Six Lakh Ninety Eight Thousand Six Hundred Seventy Six,240813,Two Lakh Fourty  Thousand Eight Hundred Thirteen,2457863,Twenty Four Lakh Fifty Seven Thousand Eight Hundred Sixty Three
