,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sl No,Job Number,Start Date,End Date,Name of Work,Ward,Office,Budget Head,Contractor,Mobile,Email,Bill Type,Order Number,Order Date,SBR Number,SBR Date,BR Number,BR Date,CBR Number,CBR Date,Payment,Gross,Gross In words,Deduction,Deduction in words,Nett,Nett in words
1,1,139-18-000020,31-Jan-2018,09-May-2019,Providing R O Water plant at Adimoolam Compound  in  ward no 139,139 K R Market,Executive Engineer Chamarajpet West Zone,"P3322 Special Development works at Ward No. 32, 50, 60, 63, 67, 69, 80, 113, 122, 136, 139, 145 Rs.4. Cr each",000234 KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000011,30-Jun-2022,000008,04-Jul-2022,000009,05-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),1107026,Eleven Lakh Seven Thousand Twenty Six,114844,One Lakh Fourteen Thousand Eight Hundred Fourty Four,992182,Nine Lakh Ninety Two Thousand One Hundred Eighty Two
2,2,139-18-000023,31-Jan-2018,23-May-2019,Providing RO plant at Anandapuram  in  ward no 139,139 K R Market,Executive Engineer Chamarajpet West Zone,"P3322 Special Development works at Ward No. 32, 50, 60, 63, 67, 69, 80, 113, 122, 136, 139, 145 Rs.4. Cr each",000234 KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000013,30-Jun-2022,000007,04-Jul-2022,000010,05-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),1107026,Eleven Lakh Seven Thousand Twenty Six,114844,One Lakh Fourteen Thousand Eight Hundred Fourty Four,992182,Nine Lakh Ninety Two Thousand One Hundred Eighty Two
3,3,139-18-000024,31-Jan-2018,18-Apr-2019,Providing RO plant  at Baba lane in  ward no 139,139 K R Market,Executive Engineer Chamarajpet West Zone,"P3322 Special Development works at Ward No. 32, 50, 60, 63, 67, 69, 80, 113, 122, 136, 139, 145 Rs.4. Cr each",000234 KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000014,30-Jun-2022,000005,04-Jul-2022,000012,05-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),1107026,Eleven Lakh Seven Thousand Twenty Six,114844,One Lakh Fourteen Thousand Eight Hundred Fourty Four,992182,Nine Lakh Ninety Two Thousand One Hundred Eighty Two
4,4,139-18-000026,31-Jan-2018,16-May-2019,Providing  RO plants at Peer Boundry in  ward no 139,139 K R Market,Executive Engineer Chamarajpet West Zone,"P3322 Special Development works at Ward No. 32, 50, 60, 63, 67, 69, 80, 113, 122, 136, 139, 145 Rs.4. Cr each",000234 KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000016,30-Jun-2022,000009,04-Jul-2022,000008,05-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),1107026,Eleven Lakh Seven Thousand Twenty Six,114844,One Lakh Fourteen Thousand Eight Hundred Fourty Four,992182,Nine Lakh Ninety Two Thousand One Hundred Eighty Two
5,5,139-18-000029,31-Jan-2018,30-Apr-2019,Providing  RO plants at Cartsland Roads in  ward no 139,139 K R Market,Executive Engineer Chamarajpet West Zone,"P3322 Special Development works at Ward No. 32, 50, 60, 63, 67, 69, 80, 113, 122, 136, 139, 145 Rs.4. Cr each",000234 KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000012,30-Jun-2022,000006,04-Jul-2022,000011,05-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),1107030,Eleven Lakh Seven Thousand Thirty ,114845,One Lakh Fourteen Thousand Eight Hundred Fourty Five,992185,Nine Lakh Ninety Two Thousand One Hundred Eighty Five
6,6,139-18-000031,31-Jan-2018,13-May-2019,Providing RO plant at Nalbandwadi  in  ward no 139,139 K R Market,Executive Engineer Chamarajpet West Zone,"P3322 Special Development works at Ward No. 32, 50, 60, 63, 67, 69, 80, 113, 122, 136, 139, 145 Rs.4. Cr each",000234 KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000015,30-Jun-2022,000004,04-Jul-2022,000013,05-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),1107030,Eleven Lakh Seven Thousand Thirty ,114845,One Lakh Fourteen Thousand Eight Hundred Fourty Five,992185,Nine Lakh Ninety Two Thousand One Hundred Eighty Five
7,7,139-20-000016,20-Dec-2019,29-Jul-2020,Provinding Asphalting Concrete and CC Road Improvements to Drain Culverts and Footpth at Bakshi Garden Slum SC St Colony and Surroundings Areas In ward No 139,139 K R Market,Executive Engineer Chamarajpet West Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)",KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000006,03-Jul-2021,000001,07-May-2022,000003,07-May-2022,,           ,Under Process in EE (Acts. Supdt.),9827278,Ninety Eight Lakh Twenty Seven Thousand Two Hundred Seventy Eight,1192743,Eleven Lakh Ninety Two Thousand Seven Hundred Fourty Three,8634535,Eighty Six Lakh Thirty Four Thousand Five Hundred Thirty Five
8,8,139-20-000047,25-Mar-2022,22-Apr-2022,Providing and Installation of Sprinkler System in K R Market ward no 139,139 K R Market,Executive Engineer SWM 1 Central Zone,"P0462 M and R of BMP Buildings other than Mkts, Health, Edu, including Swimming Pools",RAJALAKSHMICONSTRUCT,9980566676,rcs7525@gmail.com,Running,000002,27-Apr-2021,000006,17-May-2022,000006,17-May-2022,,           ,Under Process in EE (Acts. Supdt.),7522182,Seventy Five Lakh Twenty Two Thousand One Hundred Eighty Two,383632,Three Lakh Eighty Three Thousand Six Hundred Thirty Two,7138550,Seventy One Lakh Thirty Eight Thousand Five Hundred Fifty 
9,9,139-20-000058,22-Feb-2021,30-Mar-2021,Sinkng Borewell and Providing water Supply Connection at Mini Bakshi Garden and Surrounding Area In ward no 139,139 K R Market,Executive Engineer Chamarajpet West Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)",Sri. N. Dhanaraj,9980303043,,First and Final,000162,22-Feb-2021,000008,10-Aug-2021,000047,23-Aug-2021,,           ,000283 / 04-Dec-2021 in RTGS,2494332,Twenty Four Lakh Ninety Four Thousand Three Hundred Thirty Two,229802,Two Lakh Twenty Nine Thousand Eight Hundred Two,2264530,Twenty Two Lakh Sixty Four Thousand Five Hundred Thirty 
