,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sl No,Job Number,Start Date,End Date,Name of Work,Ward,Office,Budget Head,Contractor,Mobile,Email,Bill Type,Order Number,Order Date,SBR Number,SBR Date,BR Number,BR Date,CBR Number,CBR Date,Payment,Gross,Gross In words,Deduction,Deduction in words,Nett,Nett in words
1,1,121-21-000007,01-Nov-2021,01-Nov-2021,"Construction of RCC drainage and Rain water harvesting  at Binnypet, 1st main road in ward no 121",121 Binnipete,Executive Engineer Gandinagar West Zone,P0541 Commissioner Discretionary Grants,Babu S,1234567890,,First and Final,000030,30-Nov-2021,000022,30-Nov-2021,000039,13-Dec-2021,,           ,Under Process in EE (Acts. Supdt.),443188,Four Lakh Fourty Three Thousand One Hundred Eighty Eight,42564,Fourty Two Thousand Five Hundred Sixty Four,400624,Four Lakh Six Hundred Twenty Four
2,2,121-20-000007,01-Apr-2021,01-Apr-2021,CONSTRUCTION OF CEMENT CONCRETE ROAD AT CONSERVANCIES BETWEEN 8TH AND 9TH CROSS OF BHUVANESHWARINAGAR  NEAR MUNESHWAR TEMPLE IN WARD NO 121,121 Binnipete,Executive Engineer Gandinagar West Zone,P1771 Zone Works - POW Works,B Ravikumar,1234567890,,First and Final,000226,28-Jan-2021,000002,20-Apr-2021,000015,06-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,1973330,Nineteen Lakh Seventy Three Thousand Three Hundred Thirty ,229247,Two Lakh Twenty Nine Thousand Two Hundred Fourty Seven,1744083,Seventeen Lakh Fourty Four Thousand Eighty Three
3,3,121-20-000008,01-Apr-2021,01-Apr-2021,Construction of  Cement Concrete Road at  1st Main 7th Cross of  Bhuvaneshwarinagara  Upto SWD  In  Wrad No 121,121 Binnipete,Executive Engineer Gandinagar West Zone,P1771 Zone Works - POW Works,B Ravikumar,1234567890,,First and Final,000227,28-Jan-2021,000003,20-Apr-2021,000016,06-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,1982819,Nineteen Lakh Eighty Two Thousand Eight Hundred Nineteen,233509,Two Lakh Thirty Three Thousand Five Hundred Nine,1749310,Seventeen Lakh Fourty Nine Thousand Three Hundred Ten
4,4,121-20-000012,01-Apr-2021,01-Apr-2021, Filling Pot holes and Bad Reaches in  Wrad No 121,121 Binnipete,Executive Engineer Gandinagar West Zone,P1771 Zone Works - POW Works, CHERRY CONSTRUCTION,9845463027,,First and Final,000235,28-Jan-2021,000001,20-Apr-2021,000017,06-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,1520740,Fifteen Lakh Twenty  Thousand Seven Hundred Fourty ,207305,Two Lakh Seven Thousand Three Hundred Five,1313435,Thirteen Lakh Thirteen Thousand Four Hundred Thirty Five
5,5,121-20-000009,01-May-2021,01-May-2021,Construction of  Cement Concrete Road at  1st Main 6th Cross of  Bhuvaneshwarinagara    Krishnappa Bar Road  Upto SWD in  Wrad No 121,121 Binnipete,Executive Engineer Gandinagar West Zone,P1771 Zone Works - POW Works, CHERRY CONSTRUCTION,9845463027,,First and Final,000232,28-Jan-2021,000009,03-May-2021,000012,03-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,2286644,Twenty Two Lakh Eighty Six Thousand Six Hundred Fourty Four,265874,Two Lakh Sixty Five Thousand Eight Hundred Seventy Four,2020770,Twenty  Lakh Twenty  Thousand Seven Hundred Seventy 
6,6,121-20-000010,01-May-2021,01-May-2021,Construction of  Cement Concrete Road 3rd and 3rd A Main 6th Cross of  Bhuvaneshwarinagara in  Wrad No 121,121 Binnipete,Executive Engineer Gandinagar West Zone,P1771 Zone Works - POW Works, CHERRY CONSTRUCTION,9845463027,,First and Final,000233,28-Jan-2021,000010,03-May-2021,000013,03-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,3715460,Thirty Seven Lakh Fifteen Thousand Four Hundred Sixty ,431766,Four Lakh Thirty One Thousand Seven Hundred Sixty Six,3283694,Thirty Two Lakh Eighty Three Thousand Six Hundred Ninety Four
7,7,121-20-000011,01-May-2021,01-May-2021,Construction of  Cement Concrete Road From 6th Cross  SWD to 5th Main Road of  Bhuvaneshwarinagara in  Wrad No 121,121 Binnipete,Executive Engineer Gandinagar West Zone,P1771 Zone Works - POW Works, CHERRY CONSTRUCTION,9845463027,,First and Final,000234,28-Jan-2021,000011,03-May-2021,000014,03-May-2021,,           ,Under Process in AdCf - Acts. Supdt.,2289595,Twenty Two Lakh Eighty Nine Thousand Five Hundred Ninety Five,282472,Two Lakh Eighty Two Thousand Four Hundred Seventy Two,2007123,Twenty  Lakh Seven Thousand One Hundred Twenty Three
8,8,121-19-000007,01-Sep-2020,01-Sep-2020,Drilling of borwell and pipeline at gopalpura 3rd cross B street in ward no-121,121 Binnipete,Executive Engineer Gandinagar West Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)",KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000121,16-Sep-2020,000069,19-Sep-2020,000174,12-Nov-2020,,           ,000081 / 09-May-2022 in RTGS,958117,Nine Lakh Fifty Eight Thousand One Hundred Seventeen,124723,One Lakh Twenty Four Thousand Seven Hundred Twenty Three,833394,Eight Lakh Thirty Three Thousand Three Hundred Ninety Four
9,9,121-20-000028,26-Dec-2019,18-Mar-2020,"Repair and  improvement works to BBMP High School, PU College And Degree, Magadi Road  ward no 121",121 Binnipete,Executive Engineer Education Cell Central Zone,P3285 M and R of School and College buildings,Executive Engineer -1,9916493653,,First and Final,000050,10-Sep-2020,000020,10-Sep-2020,000020,14-Sep-2020,006002,30-Mar-2021,000322 / 30-Mar-2021 in RTGS,7494500,Seventy Four Lakh Ninety Four Thousand Five Hundred ,766895,Seven Lakh Sixty Six Thousand Eight Hundred Ninety Five,6727605,Sixty Seven Lakh Twenty Seven Thousand Six Hundred Five
