,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sl No,Job Number,Start Date,End Date,Name of Work,Ward,Office,Budget Head,Contractor,Mobile,Email,Bill Type,Order Number,Order Date,SBR Number,SBR Date,BR Number,BR Date,CBR Number,CBR Date,Payment,Gross,Gross In words,Deduction,Deduction in words,Nett,Nett in words
1,1,074-22-000007,26-May-2022,29-Jun-2022,Construction of retaining wall and other balance work of balance work of RCC bridge at 4th cross kamalanagara in ward no 74 shankthiganpathinagara ,074 Shakthi Ganapathi Nagar,Executive Engineer Mahalakshmipuram West Zone,P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants),032362 KP CONSTRUCTIONS,9945642341,,First and Final,000046,20-Jun-2022,000047,06-Jul-2022,000070,07-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),7896899,Seventy Eight Lakh Ninety Six Thousand Eight Hundred Ninety Nine,799864,Seven Lakh Ninety Nine Thousand Eight Hundred Sixty Four,7097035,Seventy  Lakh Ninety Seven Thousand Thirty Five
2,2,074-20-000117,30-Mar-2022,14-Jun-2022, Providing Asphalting and other Development works in NGOs Colony 7th Cross and Surroundong Area Dr- Rajkumar Satue to link bridge in Kalamanagara Main Road and Surrounding Area  in ward no 74 shakthiGanapathinagara,074 Shakthi Ganapathi Nagar,Executive Engineer Mahalakshmipuram West Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,VIJAYAKUMAR R,8105116644,vijayakumar.saanika@gmail.com,First and Final,000005,30-Apr-2022,000051,16-Jul-2022,,           ,,           ,Under Process in Executive Engineer,9479616,Ninety Four Lakh Seventy Nine Thousand Six Hundred Sixteen,0,,0,
3,3,074-20-000109,09-May-2022,20-May-2022,Improvements to Roads and Drains and  other Development Works at Bhuvaneshwara nagara  and Surrounding SC/ST Areas in ward no 74 Shakthi Ganapathi Nagara,074 Shakthi Ganapathi Nagar,Executive Engineer Mahalakshmipuram West Zone,P3717 Developmental works at SC/ST areas in Mahalakshmi Layout  Assembly Constituency,022617 PANDURANGA E,9880304277,,First and Final,000263,15-Feb-2022,000028,02-Jun-2022,000056,22-Jun-2022,,           ,Under Process in TVCC Chief Engineer,6788900,Sixty Seven Lakh Eighty Eight Thousand Nine Hundred ,625470,Six Lakh Twenty Five Thousand Four Hundred Seventy ,6163430,Sixty One Lakh Sixty Three Thousand Four Hundred Thirty 
4,4,074-21-000008,03-Feb-2022,02-May-2022,Providing CC Patch and  Maintenance of Drain and Footpath in ward 74 Shakthiganapathinagara,074 Shakthi Ganapathi Nagar,Executive Engineer Mahalakshmipuram West Zone,"P3852 Special Development works at Malleshwaram, Mahalakshmi layout, CV Raman Nagara, Rajajinagara, Govindarajanagara, Chickpet, Basavanagudi, Padmanabhanagara Constituencies (Rs. 20.00 Cr. Per constituency)", VARUN CONSTRUCTAION,9632901919,,First and Final,000255,03-Feb-2022,000027,01-Jun-2022,000051,20-Jun-2022,,           ,Under Process in TVCC Chief Engineer,1772296,Seventeen Lakh Seventy Two Thousand Two Hundred Ninety Six,187804,One Lakh Eighty Seven Thousand Eight Hundred Four,1584492,Fifteen Lakh Eighty Four Thousand Four Hundred Ninety Two
5,5,074-21-000009,22-Dec-2021,12-Apr-2022,Improvements to roads and drains at 15th main Kamalanagara (balance portion ) in ward no 74 Shakthiganapathinagara,074 Shakthi Ganapathi Nagar,Executive Engineer Mahalakshmipuram West Zone,"P3768 Special Development works at ward Nos 181,124,004,082,176,193,084,068,110,180,067 (2.5 Crore each ward)",KRISHNE GOWDA,9845003091,,First and Final,000241,22-Dec-2021,000036,24-Jun-2022,000058,27-Jun-2022,,           ,Under Process in EE (Acts. Supdt.),9704870,Ninety Seven Lakh Four Thousand Eight Hundred Seventy ,890767,Eight Lakh Ninety  Thousand Seven Hundred Sixty Seven,8814103,Eighty Eight Lakh Fourteen Thousand One Hundred Three
6,6,074-21-000002,19-Mar-2022,29-Apr-2022,Improvements to Drains and roads at Kasturi Badavane and Kereangala in ward no 74 Shakthiganapathinagara,074 Shakthi Ganapathi Nagar,Executive Engineer Mahalakshmipuram West Zone,P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants),M. M. ENTERPRISES   ,9845345559,,First and Final,000179,14-Sep-2021,000001,04-Apr-2022,000004,05-Apr-2022,,           ,Under Process in AdCf - Acts. Supdt.,9839519,Ninety Eight Lakh Thirty Nine Thousand Five Hundred Nineteen,882678,Eight Lakh Eighty Two Thousand Six Hundred Seventy Eight,8956841,Eighty Nine Lakh Fifty Six Thousand Eight Hundred Fourty One
7,7,074-20-000033,23-Sep-2021,28-Sep-2021,Additional works and other development works to Maternity hospital (phase-4)    in ward no 74 Shakthiganapathinagar,074 Shakthi Ganapathi Nagar,Executive Engineer SWM 1 Central Zone,"P3593 Special Development works at ward Nos.18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176, 18, 22, 31, 32, 44, 67, 69, 70, 74, 102, 121, 135, 139, 176",BENAKA DEVELOPERS AN,9945015959,,Running,000023,11-Sep-2021,000008,05-Feb-2022,000011,09-Feb-2022,,           ,Under Process in AdCf - Acts. Supdt.,1715711,Seventeen Lakh Fifteen Thousand Seven Hundred Eleven,109711,One Lakh Nine Thousand Seven Hundred Eleven,1606000,Sixteen Lakh Six Thousand 
8,8,074-18-000024,18-May-2020,16-Sep-2021,Construction of Ambedkar Bhavan 2nd floor in ward no 74,074 Shakthi Ganapathi Nagar,Executive Engineer SWM 1 Central Zone,P2178 Works sanctioned by Dy. Mayor,BENAKA DEVELOPERS AN,9945015959,,Running,000021,18-Aug-2021,000009,05-Feb-2022,000010,09-Feb-2022,,           ,Under Process in AdCf - Acts. Supdt.,2594279,Twenty Five Lakh Ninety Four Thousand Two Hundred Seventy Nine,141709,One Lakh Fourty One Thousand Seven Hundred Nine,2452570,Twenty Four Lakh Fifty Two Thousand Five Hundred Seventy 
9,9,074-20-000002,02-Aug-2021,29-Nov-2021,Improvements of BEML welfare association society building ( BEML Dhyana Mandira ) in BEML layout 1st stage in ward no 74 Shakthiganapathinagara,074 Shakthi Ganapathi Nagar,Executive Engineer Mahalakshmipuram West Zone,"P3599 Special Development works at ward Nos.44, 43, 68, 74",MURULIDHARA C R,9972754772,,First and Final,000155,02-Aug-2021,000010,22-Apr-2022,000015,26-Apr-2022,,           ,Under Process in AdCf - Acts. Supdt.,5739176,Fifty Seven Lakh Thirty Nine Thousand One Hundred Seventy Six,479774,Four Lakh Seventy Nine Thousand Seven Hundred Seventy Four,5259402,Fifty Two Lakh Fifty Nine Thousand Four Hundred Two
