,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sl No,Job Number,Start Date,End Date,Name of Work,Ward,Office,Budget Head,Contractor,Mobile,Email,Bill Type,Order Number,Order Date,SBR Number,SBR Date,BR Number,BR Date,CBR Number,CBR Date,Payment,Gross,Gross In words,Deduction,Deduction in words,Nett,Nett in words
1,1,122-19-000025,20-Mar-2020,23-Mar-2021,Annual Maintenance and house Keeping works to BBMP Building in ward jurisdiction at ward no 122,122 Kempapura Agrahara,Executive Engineer Vijayanagar South Zone,P0098 Security and Cleaning Charges to all General and MHs,000234 KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000006,06-Jun-2022,000009,24-Jun-2022,000020,27-Jun-2022,,           ,Under Process in AdCf - Acts. Supdt.,988730,Nine Lakh Eighty Eight Thousand Seven Hundred Thirty ,104805,One Lakh Four Thousand Eight Hundred Five,883925,Eight Lakh Eighty Three Thousand Nine Hundred Twenty Five
2,2,122-22-000002,01-Apr-2022,01-Jun-2022,Opration and Maintenance of Street Lighting System in Ward no 122 and 123 Package S-1 of South Zone,122 Kempapura Agrahara,Executive Engineer Electrical South Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),022463 MANJUNATHA.ENTERPRIS,9980944408,,Running,000038,31-Mar-2022,000061,11-Jul-2022,000058,11-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),406860,Four Lakh Six Thousand Eight Hundred Sixty ,30416,Thirty  Thousand Four Hundred Sixteen,376444,Three Lakh Seventy Six Thousand Four Hundred Fourty Four
3,3,122-20-000020,08-Mar-2022,20-May-2022,Re Asphalting of 5th main road and cross Roads in ward no 122 KP Agrahara,122 Kempapura Agrahara,Executive Engineer Vijayanagar South Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,022676 S M L P    ASPHALTS,9886213563,,First and Final,000110,08-Mar-2022,000016,07-Jul-2022,000026,08-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),5202520,Fifty Two Lakh Two Thousand Five Hundred Twenty ,629505,Six Lakh Twenty Nine Thousand Five Hundred Five,4573015,Fourty Five Lakh Seventy Three Thousand Fifteen
4,4,122-20-000016,13-Oct-2021,24-Jan-2022, Drilling of Borewells and maintenance of Existing Borewells works in ward no 122 K P Agrahara,122 Kempapura Agrahara,Executive Engineer Vijayanagar South Zone,"P3594 Special Development works at ward Nos.80, 86, 112, 113, 12280, 86, 112, 113, 122",PRADEEP BIRADAR,7760846260,pradeepbiradar1973@gmail.com,Final,000067,12-Oct-2021,000030,09-Feb-2022,000092,10-Feb-2022,,           ,Under Process in AdCf - Acts. Supdt.,4645922,Fourty Six Lakh Fourty Five Thousand Nine Hundred Twenty Two,529114,Five Lakh Twenty Nine Thousand One Hundred Fourteen,4116808,Fourty One Lakh Sixteen Thousand Eight Hundred Eight
5,5,122-20-000014,06-Aug-2021,27-Dec-2021,Improvements to Roads and Drains in Bhuvaneshwar Nagar in ward no 122 K P Agrahara,122 Kempapura Agrahara,Executive Engineer Vijayanagar South Zone,"P3594 Special Development works at ward Nos.80, 86, 112, 113, 12280, 86, 112, 113, 122",SRI YUVAN CONSTRUCTI,9845529203,,Running,000050,06-Aug-2021,000012,29-Jun-2022,000022,29-Jun-2022,,           ,Under Process in EE (Acts. Supdt.),3374151,Thirty Three Lakh Seventy Four Thousand One Hundred Fifty One,434567,Four Lakh Thirty Four Thousand Five Hundred Sixty Seven,2939584,Twenty Nine Lakh Thirty Nine Thousand Five Hundred Eighty Four
6,6,122-20-000015,22-Jun-2021,16-Oct-2021,Improvements of roads and De-silting of Drains of ward Jurisdiction in ward no 122 K P Agrahara,122 Kempapura Agrahara,Executive Engineer Vijayanagar South Zone,"P3594 Special Development works at ward Nos.80, 86, 112, 113, 12280, 86, 112, 113, 122",M/s Sri Sai Enterprises,8553333555,,First and Final,000027,24-Jun-2021,000019,17-Dec-2021,000071,17-Dec-2021,,           ,Under Process in AdCf - Acts. Supdt.,4998263,Fourty Nine Lakh Ninety Eight Thousand Two Hundred Sixty Three,357199,Three Lakh Fifty Seven Thousand One Hundred Ninety Nine,4641064,Fourty Six Lakh Fourty One Thousand Sixty Four
7,7,122-20-000011,09-Jun-2021,28-Oct-2021,Providing pipeline and Impts to borewell near Railway compound in Ward 122.,122 Kempapura Agrahara,Executive Engineer Vijayanagar South Zone,P1771 Zone Works - POW Works,M/s Sri Sai Enterprises,8553333555,,First and Final,000011,10-Jun-2021,000020,23-Dec-2021,000072,24-Dec-2021,,           ,Under Process in AdCf - Acts. Supdt.,2602985,Twenty Six Lakh Two Thousand Nine Hundred Eighty Five,145939,One Lakh Fourty Five Thousand Nine Hundred Thirty Nine,2457046,Twenty Four Lakh Fifty Seven Thousand Fourty Six
8,8,122-20-000012,15-Jan-2021,01-Apr-2022,Operation and Maintenance of Street lighting System in ward No.122 and 123  Package S-1 of  South zone.,122 Kempapura Agrahara,Executive Engineer Electrical South Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),MANJUNATHA.ENTERPRIS,9980944408,,Final,000080,15-Jan-2021,000038,01-Jul-2022,000036,02-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),307017,Three Lakh Seven Thousand Seventeen,26439,Twenty Six Thousand Four Hundred Thirty Nine,280578,Two Lakh Eighty  Thousand Five Hundred Seventy Eight
9,9,122-20-000012,15-Jan-2021,14-Jan-2022,Operation and Maintenance of Street lighting System in ward No.122 and 123  Package S-1 of  South zone.,122 Kempapura Agrahara,Executive Engineer Electrical South Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),MANJUNATHA.ENTERPRIS,9980944408,,Running,000080,15-Jan-2021,000010,24-Jun-2022,000009,27-Jun-2022,,           ,Under Process in EE (Acts. Supdt.),181787,One Lakh Eighty One Thousand Seven Hundred Eighty Seven,17818,Seventeen Thousand Eight Hundred Eighteen,163969,One Lakh Sixty Three Thousand Nine Hundred Sixty Nine
