id,wo num, wodetails,contractor,brnumber,amount,nett,deduction
11633,197-13-000008,Improvements and Widening of Road at Ramanjaneya Nagara main road and Cement Concrete to cross Roads in ward no. 197 Vasanthapura,Mahadevu C 9845511104,BR - 000103 / 30-Jun-2014CBR - 001793 / 01-Jun-2016Rtgs - 000045 / 04-Jun-2016,878600,761705,116895
11807,197-14-000003,IMPROVEMENTS TO ROADS AND DRAINS AT BRIGHT WAY LAYOUT IN WARD NO 197 VASANTHAPURA,Yogesh H R 9845750001,BR - 000113 / 30-Jun-2014CBR - 001804 / 01-Jun-2016Rtgs - 000045 / 04-Jun-2016,971732,828937,142795
11796,197-14-000018,IMPROVEMENTS TO CANARA BANK PARALLEL ROAD (BEHIND ROYAL SCHOOL) AT SIDDANA LAYOUT IN WARD NO 197 VASANTHAPURA,P Chamegowda9845750001,BR - 000114 / 30-Jun-2014CBR - 001869 / 03-Jun-2016Rtgs - 000049 / 09-Jun-2016,486115,420525,65590
11802,197-14-000006,PROVIDING UGD LINES AND MISSED LINKS AT NARAYANA NAGARA IN WARD NO 197 VASANTHAPURA,P Chamegowda9845750001,BR - 000115 / 30-Jun-2014CBR - 001870 / 03-Jun-2016Rtgs - 000049 / 09-Jun-2016,1222825,1065035,157790
11794,197-14-000002,PROVIDING UGD LINE TO MAIN ROAD OF VENKAREDDY LAYOUT IN WARD NO 197 VASANTHAPURA,P Chamegowda9845750001,BR - 000116 / 30-Jun-2014CBR - 001874 / 03-Jun-2016Rtgs - 000049 / 09-Jun-2016,981138,857213,123925
11941,197-14-000047,Providing UGD to Punjab national bank layout Narayana nagara and Doctors colony in ward no 197,KRIDL9986096015,BR - 000131 / 30-Jun-2014CBR - 001948 / 06-Jun-2016Rtgs - 000049 / 09-Jun-2016,4932085,4154990,777095
11943,197-13-000065,Providing UGD System culverts and Improvements to drains at Uma Maheshwari layout and Narayana nagara in ward no 197,KRIDL9986096015,BR - 000132 / 30-Jun-2014CBR - 001949 / 06-Jun-2016Rtgs - 000049 / 09-Jun-2016,2145030,1802995,342035
11923,197-13-000024,Providing Silt and Tractor in ward no 197 Vasanthapura,Vijay Kumar A 9986096015,BR - 000133 / 30-Jun-2014CBR - 001950 / 06-Jun-2016Rtgs - 000049 / 09-Jun-2016,1029830,894245,135585
11925,197-14-000004,ASPHALTING THE 1ST MAIN ROAD AT GANAPATHIPURA IN WARD NO 197 VASANTHAPURA,Vijay Kumar A 9986096015,BR - 000134 / 30-Jun-2014CBR - 001951 / 06-Jun-2016Rtgs - 000049 / 09-Jun-2016,520110,446105,74005
12529,197-14-000020,PROVIDING NEW UGD LINE TO CROSS ROADS OF VENKATAREDDY LAYOUIT IN WARD NO 197 VASANTHAPURA,Vijay Kumar A 9739163616,BR - 000135 / 30-Jun-2014CBR - 001953 / 06-Jun-2016Rtgs - 000049 / 09-Jun-2016,417350,363695,53655
11945,197-13-000090,Improvements to Main Roads and cross roads drains in Vajapayee Nagara in ward no 197,KRIDL9986096015,BR - 000136 / 30-Jun-2014CBR - 001955 / 06-Jun-2016Rtgs - 000049 / 09-Jun-2016,2190760,1836235,354525
11947,197-14-000048,Drilling of borewells electrification and pipeline etc at Maruthi layout Doddakallasandra Chikkalasandra Manjunath nagara and VV Nagar in ward no 197,KRIDL9986096015,BR - 000137 / 30-Jun-2014CBR - 001956 / 06-Jun-2016Rtgs - 000049 / 09-Jun-2016,3299040,2819305,479735
11791,197-14-000012,IMPROVEMENTS TO ROADS OF VV NAGARA 2ND BLOCK IN WARD NO 197 VASANTHAPURA,B S Shivakumar9845750001,BR - 000208 / 31-Jul-2014CBR - 002824 / 20-Jun-2016Rtgs - 000066 / 23-Jun-2016,891300,770250,121050
8819,197-11-000079,PROVIDING UGD SYSTEM TO VASANTHA VALLABHA NAGARA IN WARD NO. 197,KRIDL9880335511,BR - 000492 / 23-Jan-2014CBR - 003045 / 22-Jun-2016Rtgs - 000071 / 02-Jul-2016,447880,376590,71290
5116,197-14-000058,Improvements to roads and UGD to narayana nagara high tension line road in ward no 197 vasanthapura,KRIDL9845511104,BR - 000102 / 30-Jun-2014CBR - 003296 / 24-Jun-2016Rtgs - 000073 / 02-Jul-2016,4025076,3391421,633655
11641,197-14-000008,CONSTRUCTION OF CULVERTS AND SSM DRAIN AT GJ INDUSTRIAL AREA (KONANAKUNTE CROSS) IN WARD NO 197 VASANTHAPURA,H J Gopi9742767709,BR - 000234 / 30-Aug-2014CBR - 003522 / 30-Jun-2016Rtgs - 000078 / 12-Jul-2016,1571582,1347432,224150
