,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sl No,Job Number,Start Date,End Date,Name of Work,Ward,Office,Budget Head,Contractor,Mobile,Email,Bill Type,Order Number,Order Date,SBR Number,SBR Date,BR Number,BR Date,CBR Number,CBR Date,Payment,Gross,Gross In words,Deduction,Deduction in words,Nett,Nett in words
1,1,112-20-000018,14-Jul-2021,10-Nov-2021,Improvements to BDA Layout Swamy Vivekananda Main road and surrounding area road in ward No: 112 Dommalur..,112 Domlur,Executive Engineer Shanthinagar East Zone,P2902 Strenthening and widening of Arterial and Sub-arterial roads in Road Infrastructure Division in all the 8 zones of BBMP (Est Cost: Rs 300 Cr),NAGARAJ N B,9845030601,,Final,000014,14-Jul-2021,000060,19-Mar-2022,000098,22-Mar-2022,,           ,000161 / 09-Jun-2022 in RTGS,9088882,Ninety  Lakh Eighty Eight Thousand Eight Hundred Eighty Two,509491,Five Lakh Nine Thousand Four Hundred Ninety One,8579391,Eighty Five Lakh Seventy Nine Thousand Three Hundred Ninety One
2,2,112-20-000050,18-Jun-2021,31-Aug-2021,Removal of debries at South side of Cow sheltor at Drywaste Collection centre  in Ward  No. 112 Domaluru .,112 Domlur,Executive Engineer Shanthinagar East Zone,P1771 Zone Works - POW Works,K S Mahalingappa ,9448128660,,Final,000008,18-Jun-2021,000047,05-Oct-2021,000073,26-Oct-2021,,           ,Under Process in AdCf - Acts. Supdt.,927200,Nine Lakh Twenty Seven Thousand Two Hundred ,36050,Thirty Six Thousand Fifty ,891150,Eight Lakh Ninety One Thousand One Hundred Fifty 
3,3,112-20-000017,07-Nov-2021,06-Jan-2022,Operation and Maintenance of street lights at area ward no 112 package E36,112 Domlur,Executive Engineer Electrical East Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package), SREE BHARATHI ELECT,9448084879,,Running,000083,01-Jan-2021,000036,14-Jun-2022,000036,14-Jun-2022,,           ,Under Process in EE (Acts. Supdt.),792117,Seven Lakh Ninety Two Thousand One Hundred Seventeen,45302,Fourty Five Thousand Three Hundred Two,746815,Seven Lakh Fourty Six Thousand Eight Hundred Fifteen
4,4,112-20-000017,07-Jan-2022,28-Feb-2022,Operation and Maintenance of street lights at area ward no 112 package E36,112 Domlur,Executive Engineer Electrical East Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package), SREE BHARATHI ELECT,9448084879,,Running,000083,01-Jan-2021,000037,14-Jun-2022,000037,14-Jun-2022,,           ,Under Process in EE (Acts. Supdt.),203933,Two Lakh Three Thousand Nine Hundred Thirty Three,16231,Sixteen Thousand Two Hundred Thirty One,187702,One Lakh Eighty Seven Thousand Seven Hundred Two
5,5,112-20-000017,07-Jun-2021,06-Nov-2021,Operation and Maintenance of street lights at area ward no 112 package E36,112 Domlur,Executive Engineer Electrical East Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package), SREE BHARATHI ELECT,9448084879,,Running,000083,01-Jan-2021,000157,24-Nov-2021,000152,24-Nov-2021,,           ,000387 / 02-Mar-2022 in RTGS,818601,Eight Lakh Eighteen Thousand Six Hundred One,61313,Sixty One Thousand Three Hundred Thirteen,757288,Seven Lakh Fifty Seven Thousand Two Hundred Eighty Eight
6,6,112-20-000017,07-Apr-2021,06-Jun-2021,Operation and Maintenance of street lights at area ward no 112 package E36,112 Domlur,Executive Engineer Electrical East Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package), SREE BHARATHI ELECT,9448084879,,Running,000083,01-Jan-2021,000069,23-Jun-2021,000064,23-Jun-2021,,           ,000246 / 13-Oct-2021 in RTGS,235308,Two Lakh Thirty Five Thousand Three Hundred Eight,19868,Nineteen Thousand Eight Hundred Sixty Eight,215440,Two Lakh Fifteen Thousand Four Hundred Fourty 
7,7,112-20-000017,07-Jan-2021,06-Apr-2021,Operation and Maintenance of street lights at area ward no 112 package E36,112 Domlur,Executive Engineer Electrical East Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package), SREE BHARATHI ELECT,9448084879,,Running,000083,01-Jan-2021,000016,03-May-2021,000011,03-May-2021,,           ,000082 / 18-Jun-2021 in RTGS,421208,Four Lakh Twenty One Thousand Two Hundred Eight,33420,Thirty Three Thousand Four Hundred Twenty ,387788,Three Lakh Eighty Seven Thousand Seven Hundred Eighty Eight
8,8,112-18-000103,29-Apr-2019,30-May-2020,CONSTRUCTION OF BRIDGE AT ISRO SLUM IN WARD NO 112 DOMLUR,112 Domlur,Executive Engineer Project East Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)",KRIDL BHUSIRI  ACCOU,0000000000,,First and Final,000069,31-Dec-2020,000053,31-Dec-2020,000059,16-Jan-2021,,           ,000146 / 04-Jun-2022 in RTGS,2992070,Twenty Nine Lakh Ninety Two Thousand Seventy ,346080,Three Lakh Fourty Six Thousand Eighty ,2645990,Twenty Six Lakh Fourty Five Thousand Nine Hundred Ninety 
9,9,112-19-000059,09-Sep-2020,05-Dec-2020,"Asphalting to 6th B cross, 1st main 2nd A cross road Of Domlur Lay out   in ward No 112,Domlur.",112 Domlur,Executive Engineer Shanthinagar East Zone,P1771 Zone Works - POW Works,J V Manjunathreddy,8022975812,,Final,000046,09-Sep-2020,000042,14-Sep-2021,000061,15-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,4358525,Fourty Three Lakh Fifty Eight Thousand Five Hundred Twenty Five,375560,Three Lakh Seventy Five Thousand Five Hundred Sixty ,3982965,Thirty Nine Lakh Eighty Two Thousand Nine Hundred Sixty Five
