,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sl No,Job Number,Start Date,End Date,Name of Work,Ward,Office,Budget Head,Contractor,Mobile,Email,Bill Type,Order Number,Order Date,SBR Number,SBR Date,BR Number,BR Date,CBR Number,CBR Date,Payment,Gross,Gross In words,Deduction,Deduction in words,Nett,Nett in words
1,1,106-22-000007,10-May-2022,09-Jun-2022,Additional Works to Tank Bund Road Retaining Wall In Dr.Rajkumar Ward No-106. (Balance Works),106 Dr. Raj Kumar Ward,Executive Engineer Govindaraja Nagar West Zone,P3075 Special comprehensive development works in Bangalore city (Bangalore city in charge Minister Discretionary Grants),SIDDEGOWDA B,9731449749,,First and Final,000007,16-May-2022,000021,18-Jun-2022,000035,20-Jun-2022,,           ,Under Process in TVCC Chief Engineer,9991718,Ninety Nine Lakh Ninety One Thousand Seven Hundred Eighteen,936831,Nine Lakh Thirty Six Thousand Eight Hundred Thirty One,9054887,Ninety  Lakh Fifty Four Thousand Eight Hundred Eighty Seven
2,2,106-21-000005,23-Feb-2022,20-Apr-2022,Pot hole filling in ward No 106 Dr Rajkumar Ward,106 Dr. Raj Kumar Ward,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,022636 A M ENTERPRISES,7027706596,,First and Final,000144,02-Mar-2022,000026,15-Jul-2022,000050,16-Jul-2022,,           ,Under Process in EE (Acts. Supdt.),1329738,Thirteen Lakh Twenty Nine Thousand Seven Hundred Thirty Eight,172988,One Lakh Seventy Two Thousand Nine Hundred Eighty Eight,1156750,Eleven Lakh Fifty Six Thousand Seven Hundred Fifty 
3,3,106-21-000002,21-Feb-2022,18-Apr-2022,Resuracing of bad Roads  in  Industrial Town Rajajinagara and Surrounding Area in Dr. Rajkumar ward No 106,106 Dr. Raj Kumar Ward,Executive Engineer Govindaraja Nagar West Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,022617 PANDURANGA E,9880304277,,First and Final,000142,22-Feb-2022,000014,12-May-2022,000026,16-May-2022,,           ,Under Process in AdCf - Acts. Supdt.,5826871,Fifty Eight Lakh Twenty Six Thousand Eight Hundred Seventy One,429819,Four Lakh Twenty Nine Thousand Eight Hundred Nineteen,5397052,Fifty Three Lakh Ninety Seven Thousand Fifty Two
4,4,106-20-000027,24-Dec-2021,21-Jan-2022,Filling of Potholes in Ward No 106 Dr Raj Kumar Ward Jurisdiction,106 Dr. Raj Kumar Ward,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works,007219 SGM CONSTRUCTIONS,9900605008,,First and Final,000132,11-Jan-2022,000127,23-Feb-2022,000274,28-Feb-2022,,           ,Under Process in AdCf - Acts. Supdt.,1771241,Seventeen Lakh Seventy One Thousand Two Hundred Fourty One,190289,One Lakh Ninety  Thousand Two Hundred Eighty Nine,1580952,Fifteen Lakh Eighty  Thousand Nine Hundred Fifty Two
5,5,106-20-000025,27-Oct-2021,10-Jan-2022,Repairs to Electrical Installation and D G set at Dr. Ambedkar Stadium at A D Halli in ward no 106,106 Dr. Raj Kumar Ward,Executive Engineer Electrical West Zone,"P0303 M and R to Pumpsets, Lifts, DG Sets, Wireless sets and Internal Telephone Exchange",MANOJ ENTERPRISES,9845008155,kantharaj.kn64@gmail.com,First and Final,000007,27-Oct-2021,000080,25-Mar-2022,000080,25-Mar-2022,,           ,Under Process in AdCf - Acts. Supdt.,316062,Three Lakh Sixteen Thousand Sixty Two,15442,Fifteen Thousand Four Hundred Fourty Two,300620,Three Lakh Six Hundred Twenty 
6,6,106-21-000001,15-Jul-2021,17-Dec-2021,Resuracing of bad Roads  in Agrahara Dasarahalli   and Surrounding Area in Dr. Rajkumar ward No 106,106 Dr. Raj Kumar Ward,Executive Engineer Govindaraja Nagar West Zone,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,A D R CONTRACTORS,9611481986,,First and Final,000079,17-Jul-2021,000105,24-Jan-2022,000238,25-Jan-2022,,           ,Under Process in AdCf - Acts. Supdt.,5792380,Fifty Seven Lakh Ninety Two Thousand Three Hundred Eighty ,540193,Five Lakh Fourty  Thousand One Hundred Ninety Three,5252187,Fifty Two Lakh Fifty Two Thousand One Hundred Eighty Seven
7,7,106-21-000004,04-Jun-2021,28-Feb-2022,Maintenance works in Ward Jursdiction in Ward No 106,106 Dr. Raj Kumar Ward,Executive Engineer Govindaraja Nagar West Zone,P1771 Zone Works - POW Works, CHERRY CONSTRUCTION,9845463027,,First and Final,000041,04-Jun-2021,000129,09-Mar-2022,000278,09-Mar-2022,,           ,Under Process in AdCf - Acts. Supdt.,1493514,Fourteen Lakh Ninety Three Thousand Five Hundred Fourteen,61234,Sixty One Thousand Two Hundred Thirty Four,1432280,Fourteen Lakh Thirty Two Thousand Two Hundred Eighty 
8,8,106-18-000026,15-Oct-2019,08-Oct-2020,Maintenance  and renovations to anganwadi building in Kanteerava colony  in ward no-106,106 Dr. Raj Kumar Ward,Executive Engineer Govindaraja Nagar West Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)",Shivashankar C,9108040991,,First and Final,000348,02-Feb-2021,000131,03-Feb-2021,000021,26-Apr-2021,,           ,Under Process in AdCf - Acts. Supdt.,2616246,Twenty Six Lakh Sixteen Thousand Two Hundred Fourty Six,276147,Two Lakh Seventy Six Thousand One Hundred Fourty Seven,2340099,Twenty Three Lakh Fourty  Thousand Ninety Nine
9,9,106-20-000010,09-Oct-2020,14-Feb-2022,Annual Maintenance of Water Supply and repairs in Ward No 106 Dr Rajkumar ward,106 Dr. Raj Kumar Ward,Executive Engineer Govindaraja Nagar West Zone,P1802 Water Supply New Areas,S RAJENDRA,9916802955,rajendrasanjay64@gmail.com,First and Final,000227,20-Oct-2020,000012,05-May-2022,000020,06-May-2022,,           ,Under Process in AdCf - Acts. Supdt.,1514791,Fifteen Lakh Fourteen Thousand Seven Hundred Ninety One,65645,Sixty Five Thousand Six Hundred Fourty Five,1449146,Fourteen Lakh Fourty Nine Thousand One Hundred Fourty Six
