,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sl No,Job Number,Start Date,End Date,Name of Work,Ward,Office,Budget Head,Contractor,Mobile,Email,Bill Type,Order Number,Order Date,SBR Number,SBR Date,BR Number,BR Date,CBR Number,CBR Date,Payment,Gross,Gross In words,Deduction,Deduction in words,Nett,Nett in words
1,1,098-20-000035,08-Sep-2020,19-Jul-2021,Construction of Dialysis Centre in wad no 98 Prakashnagara,098 Prakash Nagar,Executive Engineer Rajajinagar West Zone,P3576 Establishment of Dialysis Centre in remaining Assembly Constituencies,NISCHAL CONSTRUCTION,9901908019,,Running,000128,13-Oct-2020,000010,15-Sep-2021,000048,15-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,5079200,Fifty  Lakh Seventy Nine Thousand Two Hundred ,582804,Five Lakh Eighty Two Thousand Eight Hundred Four,4496396,Fourty Four Lakh Ninety Six Thousand Three Hundred Ninety Six
2,2,098-19-000020,10-Sep-2020,19-Jul-2021,Construction of Multi Purpose Building near Gayathri Park in ward no 98 Prakashnagar,098 Prakash Nagar,Executive Engineer Rajajinagar West Zone,P3342 Construction of Indiragandi Stadium at Prakashnagar,NISCHAL CONSTRUCTION,9901908019,,Running,000129,13-Oct-2020,000009,03-Sep-2021,000046,03-Sep-2021,,           ,Under Process in AdCf - Acts. Supdt.,12964600,One Crore Twenty Nine Lakh Sixty Four Thousand Six Hundred ,1543872,Fifteen Lakh Fourty Three Thousand Eight Hundred Seventy Two,11420728,One Crore Fourteen Lakh Twenty  Thousand Seven Hundred Twenty Eight
3,3,098-18-000083,27-Feb-2021,04-Jan-2021,Construction Supervision Project Management and Quality Control for The Works in ward no 98 (1 Work),098 Prakash Nagar,Executive Engineer Rajajinagar West Zone,P3342 Construction of Indiragandi Stadium at Prakashnagar,CIVIL SHINE ENGINEER,8123256061,,First and Final,000071,08-Aug-2020,000063,08-Jan-2021,000152,13-Jan-2021,,           ,Under Process in AdCf - Acts. Supdt.,143000,One Lakh Fourty Three Thousand ,14300,Fourteen Thousand Three Hundred ,128700,One Lakh Twenty Eight Thousand Seven Hundred 
4,4,098-20-000007,24-Jan-2020,06-Jul-2020, Improvements and Maintenance of Footpath  in  Ward No 98 Prakashnagara,098 Prakash Nagar,Executive Engineer Rajajinagar West Zone,P1771 Zone Works - POW Works,M. Krishna,9535025313,,First and Final,000067,04-Aug-2020,000032,08-Aug-2020,000092,10-Aug-2020,,           ,Under Process in AdCf - Acts. Supdt.,3069100,Thirty  Lakh Sixty Nine Thousand One Hundred ,374890,Three Lakh Seventy Four Thousand Eight Hundred Ninety ,2694210,Twenty Six Lakh Ninety Four Thousand Two Hundred Ten
5,5,098-20-000006,24-Jan-2020,06-Jul-2020, Desilting of Drains and removal of debris  in  Ward No 98 Prakashnagar,098 Prakash Nagar,Executive Engineer Rajajinagar West Zone,P1771 Zone Works - POW Works,M. Krishna	,9535025313,,First and Final,000070,04-Aug-2020,000029,05-Aug-2020,000090,07-Aug-2020,,           ,Under Process in AdCf - Acts. Supdt.,1502900,Fifteen Lakh Two Thousand Nine Hundred ,175321,One Lakh Seventy Five Thousand Three Hundred Twenty One,1327579,Thirteen Lakh Twenty Seven Thousand Five Hundred Seventy Nine
6,6,098-20-000009,24-Jan-2020,04-Jun-2020,Construction of RCC Drain at 5th Cross  12th Main at Prakashnagara in  Ward No 98,098 Prakash Nagar,Executive Engineer Rajajinagar West Zone,P1771 Zone Works - POW Works,M. Krishna	,9535025313,,First and Final,000069,04-Aug-2020,000030,05-Aug-2020,000089,07-Aug-2020,,           ,Under Process in AdCf - Acts. Supdt.,2316290,Twenty Three Lakh Sixteen Thousand Two Hundred Ninety ,280839,Two Lakh Eighty  Thousand Eight Hundred Thirty Nine,2035451,Twenty  Lakh Thirty Five Thousand Four Hundred Fifty One
7,7,098-20-000010,24-Jan-2020,04-Jun-2020,Construction of RCC Drain at 2nd Cross  1st Main at Prakashnagara in  Ward No 98,098 Prakash Nagar,Executive Engineer Rajajinagar West Zone,P1771 Zone Works - POW Works,M. Krishna	,9535025313,,First and Final,000068,04-Aug-2020,000031,05-Aug-2020,000091,07-Aug-2020,,           ,Under Process in AdCf - Acts. Supdt.,2242200,Twenty Two Lakh Fourty Two Thousand Two Hundred ,271885,Two Lakh Seventy One Thousand Eight Hundred Eighty Five,1970315,Nineteen Lakh Seventy  Thousand Three Hundred Fifteen
8,8,098-18-000083,21-Jan-2020,18-Jun-2020,Construction of Drain. culverts and footpath at  Prakashnagar in ward no 98,098 Prakash Nagar,Executive Engineer Rajajinagar West Zone,P3342 Construction of Indiragandi Stadium at Prakashnagar,Karnataka Rural Infrastructure Development Limited			,9945867208,,First and Final,000066,31-Jul-2020,000028,03-Aug-2020,000084,04-Aug-2020,,           ,Under Process in AdCf - Acts. Supdt.,14682100,One Crore Fourty Six Lakh Eighty Two Thousand One Hundred ,1870169,Eighteen Lakh Seventy  Thousand One Hundred Sixty Nine,12811931,One Crore Twenty Eight Lakh Eleven Thousand Nine Hundred Thirty One
9,9,098-19-000017,03-Mar-2020,23-Jun-2020,"Asphalting to 1st 2nd 3rd 5th 7th cross and 3rd main and other cross roads near Ayyappa Swamy Temple and Improvements to side drains, footpath in Ward No.98 Prakashnagar",098 Prakash Nagar,Executive Engineer Rajajinagar West Zone,P3355 Road development works in ward no 98,M S V CONSTRUCTIONS ,7892952652,,First and Final,000047,19-May-2020,000026,03-Aug-2020,000113,08-Sep-2020,,           ,000368 / 22-Feb-2022 in RTGS,30781600,Three Crore Seven Lakh Eighty One Thousand Six Hundred ,1612723,Sixteen Lakh Twelve Thousand Seven Hundred Twenty Three,29168877,Two Crore Ninety One Lakh Sixty Eight Thousand Eight Hundred Seventy Seven
