id,wo num, wodetails,contractor,brnumber,amount,nett,deduction
6097,194-14-000019,DRILLING OF BOREWELLS AND ERRECTION SUBMERSIBLE PUMP IN WARD NO 194 AT PILLAGANAHALLI 1 WEAVERS COLONY 2 GOTTIGERE 2 TOTAL 5 NOs,K N Shivashankaraiah1234567890,BR - 000548 / 31-Mar-2015CBR - 002352 / 12-Jun-2016Rtgs - 000058 / 17-Jun-2016,1146167,998951,147216
10083,194-14-000051,"Providindg missing links of UGD pipe line, BS slab drain and cc roads at Gottigere in ward no 194",KRIDL9845019214,BR - 000164 / 31-Jul-2014CBR - 002677 / 17-Jun-2016Rtgs - 000066 / 23-Jun-2016,5418536,4566084,852452
10084,194-14-000049,Providindg UGD pipe line at Gottigere in ward no 194,KRIDL9845019214,BR - 000165 / 31-Jul-2014CBR - 002679 / 17-Jun-2016Rtgs - 000066 / 23-Jun-2016,5384401,4577707,806694
5246,194-15-000016,Supplying Drinking water through tankers at Weavers colony and pillaganahalli in ward no 194,A Francis9448489352,BR - 000148 / 30-Sep-2015CBR - 003307 / 25-Jun-2016Rtgs - 000070 / 02-Jul-2016,3139683,2742400,397283
5249,194-15-000015,Supplying Drinking water through tankers at Gottigere in ward no 194,S Ravikumar9611140040,BR - 000147 / 30-Sep-2015CBR - 003308 / 25-Jun-2016Rtgs - 000070 / 02-Jul-2016,1037854,911321,126533
6098,194-14-000019,DRILLING OF BOREWELLS AND ERRECTION SUBMERSIBLE PUMP IN WARD NO 194 AT PILLAGANAHALLI 1 WEAVERS COLONY 2 GOTTIGERE 2 TOTAL 5 NOs,K N Shivashankaraiah1234567890,BR - 000169 / 11-Nov-2015CBR - 003372 / 28-Jun-2016Rtgs - 000070 / 02-Jul-2016,1365538,1182360,183178
13531,R-194-16-000001,CONST ADDITIONAL CLASS ROOMS FOR HIGHER PRIMERI SCHOOL AT PILLAGANAHALLI,KRIDL9880070527,BR - 000395 / 30-Nov-2013CBR - 003046 / 22-Jun-2016Rtgs - 000071 / 02-Jul-2016,376033,307128,68905
11368,194-14-000032,Providing UGD line to 5th 6th 7th and 8th main roads at Weavers colony in ward no 194,KRIDL9845966999,BR - 000272 / 30-Aug-2014CBR - 003674 / 14-Jul-2016Rtgs - 000082 / 20-Jul-2016,2935614,2459698,475916
11365,194-14-000033,Providing CC Roads to Gottigere village in Ward no 194,KRIDL9845966999,BR - 000274 / 30-Aug-2014CBR - 003675 / 14-Jul-2016Rtgs - 000082 / 20-Jul-2016,2962301,2478474,483827
10839,194-14-000034,Providing CC roads and BS slabs drains at Krishnappa layout in ward no. 194,KRIDL9845966999,BR - 000275 / 30-Aug-2014CBR - 003676 / 14-Jul-2016Rtgs - 000082 / 20-Jul-2016,1957926,1622986,334940
11369,194-14-000050,Construction of culverts at missing reaches in ward no 194,KRIDL9845966999,BR - 000276 / 30-Aug-2014CBR - 003677 / 14-Jul-2016Rtgs - 000082 / 20-Jul-2016,326991,272106,54885
10838,194-14-000035,Providing Asphalting and Improvements to drains at Pillaganahalli in ward no 194,KRIDL9845966999,BR - 000273 / 30-Aug-2014CBR - 003710 / 14-Jul-2016Rtgs - 000082 / 20-Jul-2016,1957620,1618290,339330
36236,194-16-000018,Development and improvements to roads and drains in main road and cross roads of ward No 194 Gottigere.,KRIDL9986096015,BR - 000059 / 20-Jul-2016CBR - 004606 / 18-Aug-2016Rtgs - 000106 / 23-Aug-2016,9906614,8350242,1556372
13592,194-11-000041,Improvements to roads and drains at Shivanna layout in ward no 194 at Gottigere,KRIDL9845096084,BR - 000168 / 31-Jul-2014CBR - 004569 / 12-Aug-2016Rtgs - 000107 / 24-Aug-2016,2159939,1804872,355067
40830,194-16-000017,Developmental works for providing Drinking water facility in Gottigere Ward No 194,KRIDL9986096015,BR - 000094 / 30-Jul-2016CBR - 005520 / 29-Sep-2016Rtgs - 000125 / 01-Oct-2016,9542183,8143978,1398205
15666,194-13-000018,"Providing,Metalling and Aspalting to the roads and other improvement works at Kembathalli road pillaganahalli in ward no 194",Mukundareddy G 9845067855,BR - 000334 / 10-Nov-2014CBR - 006119 / 20-Dec-2016Rtgs - 000157 / 23-Dec-2016,1866150,1598759,267391
9325,194-14-000015,Providing pot hole filling in ward no 194,L R Madhuchandran9611311774,BR - 000524 / 28-Feb-2015CBR - 005664 / 20-Oct-2016Rtgs - 000160 / 27-Dec-2016,1047110,905586,141524
5058,194-14-000039,Improvement to main and Cross roads of Surabhi layout in ward no 194,KRIDL9900007121,BR - 000392 / 29-Nov-2014CBR - 006274 / 26-Dec-2016Rtgs - 000161 / 28-Dec-2016,4947679,4153242,794437
5063,194-14-000040,Providing Asphalting to 11th 12th and 13th main roads of Weavers Colony in ward no 194,KRIDL9900007121,BR - 000490 / 31-Jan-2015CBR - 007391 / 20-Feb-2017Rtgs - 000195 / 22-Feb-2017,4838813,4053312,785501
76016,194-16-000014,Improvements to road from Royal county to Kembathalli main road in Ward No 194,KBR INFRATECG LTD PROP K.BABU RAJU9845154892,BR - 000277 / 28-Feb-2017CBR - 000260 / 13-Apr-2017Rtgs - 000012 / 17-Apr-2017,8813700,8057300,756400
78379,194-17-000037,Providing drinking water works in Ward No 194 in Bangalore South Division,KRIDL8497856286,BR - 000097 / 27-Mar-2017CBR - 000531 / 19-Apr-2017Rtgs - 000022 / 21-Apr-2017,1299899,1139312,160587
