,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sl No,Job Number,Start Date,End Date,Name of Work,Ward,Office,Budget Head,Contractor,Mobile,Email,Bill Type,Order Number,Order Date,SBR Number,SBR Date,BR Number,BR Date,CBR Number,CBR Date,Payment,Gross,Gross In words,Deduction,Deduction in words,Nett,Nett in words
1,1,038-21-000002,14-Jan-2022,02-Apr-2022,Providing  Asphalting work at 3rd cross peenya new extension and surrounding area in ward no 38 HMT,038 HMT Ward,Executive Engineer Rajarajeshwari Nagar Division,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,PAVAN KUMAR K,9972851320,,First and Final,000156,14-Jan-2022,000004,03-Jun-2022,000031,03-Jun-2022,,           ,Under Process in EE (Acts. Supdt.),8885376,Eighty Eight Lakh Eighty Five Thousand Three Hundred Seventy Six,528376,Five Lakh Twenty Eight Thousand Three Hundred Seventy Six,8357000,Eighty Three Lakh Fifty Seven Thousand 
2,2,038-21-000003,14-Jan-2022,18-Mar-2022,Providing  Asphalting work at  Sharavathi Shantha nagara and surrounding area in ward no 38 HMT,038 HMT Ward,Executive Engineer Rajarajeshwari Nagar Division,P3726 Zonal Public Works - POW Works -60per for  Annual Maintenance and Re-asphalting of roads in Ward jurisdiction -Escrow Account - Old Ward Rs.1.20 Cr per ward and Rs.1.80 Cr for new wards,PAVAN KUMAR K,9972851320,,First and Final,000157,14-Jan-2022,000003,03-Jun-2022,000032,03-Jun-2022,,           ,Under Process in EE (Acts. Supdt.),8918843,Eighty Nine Lakh Eighteen Thousand Eight Hundred Fourty Three,830843,Eight Lakh Thirty  Thousand Eight Hundred Fourty Three,8088000,Eighty  Lakh Eighty Eight Thousand 
3,3,038-21-000020,28-Dec-2021,17-Mar-2022,"Providing Tubular poles, Street light fittings and AB-UG Cable along with required Accessories at tumkur road from MEI FACTORY To Prabhakar Kore Convention Center via Goragunte playa Junction , ward No-38, RR Nagar Zone.",038 HMT Ward,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),022312 SWAMY S,7019651831,,First and Final,000015,28-Dec-2021,000081,29-Mar-2022,000081,29-Mar-2022,,           ,000255 / 16-Jul-2022 in RTGS,1228535,Twelve Lakh Twenty Eight Thousand Five Hundred Thirty Five,47737,Fourty Seven Thousand Seven Hundred Thirty Seven,1180798,Eleven Lakh Eighty  Thousand Seven Hundred Ninety Eight
4,4,038-21-000021,28-Dec-2021,17-Mar-2022,"Providing Tubular poles, Street light fittings and AB/UG Cable along with required Accessories at FTI Road  from Popular Auto match to Modren Bread Factory , ward No-38, RR Nagar Zone.",038 HMT Ward,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),022312 SWAMY S,7019651831,,First and Final,000016,28-Dec-2021,000082,29-Mar-2022,000082,29-Mar-2022,,           ,000255 / 16-Jul-2022 in RTGS,469154,Four Lakh Sixty Nine Thousand One Hundred Fifty Four,18231,Eighteen Thousand Two Hundred Thirty One,450923,Four Lakh Fifty  Thousand Nine Hundred Twenty Three
5,5,038-21-000019,24-Dec-2021,17-Mar-2022,"Providing high intensity illumination to Goraguntepalya junction, Basaveshwara bus stand junction, SBM junction ,  FTI junction, and  Indira nagar junction of  under RR nagar zone.ward no 38 and 40",038 HMT Ward,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),PRADEEP KUMAR S N PR,9620096296,,First and Final,000013,24-Dec-2021,000083,29-Mar-2022,000083,29-Mar-2022,,           ,000255 / 16-Jul-2022 in RTGS,1746338,Seventeen Lakh Fourty Six Thousand Three Hundred Thirty Eight,67856,Sixty Seven Thousand Eight Hundred Fifty Six,1678482,Sixteen Lakh Seventy Eight Thousand Four Hundred Eighty Two
6,6,038-20-000016,09-Nov-2021,27-Apr-2022,Improvements and Upgradation works to Electrical furance no 01 of Peenya Electrical Crematorium in ward no 38 ,038 HMT Ward,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P3254 Maintenance of Community hall (Electrical 32 Community Halls),SKSINFRASTRUCTURESPV,9342160860,,First and Final,000009,09-Nov-2021,000019,09-Jun-2022,000019,09-Jun-2022,,           ,Under Process in EE (Acts. Supdt.),5105414,Fifty One Lakh Five Thousand Four Hundred Fourteen,249435,Two Lakh Fourty Nine Thousand Four Hundred Thirty Five,4855979,Fourty Eight Lakh Fifty Five Thousand Nine Hundred Seventy Nine
7,7,038-20-000017,09-Nov-2021,27-Apr-2022,Improvements and Upgradation works to Electrical furance no 02 of Peenya Electrical Crematorium in ward no 38,038 HMT Ward,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P3254 Maintenance of Community hall (Electrical 32 Community Halls),SKSINFRASTRUCTURESPV,9342160860,,First and Final,000012,09-Nov-2021,000020,09-Jun-2022,000020,09-Jun-2022,,           ,Under Process in EE (Acts. Supdt.),5091741,Fifty  Lakh Ninety One Thousand Seven Hundred Fourty One,248768,Two Lakh Fourty Eight Thousand Seven Hundred Sixty Eight,4842973,Fourty Eight Lakh Fourty Two Thousand Nine Hundred Seventy Three
8,8,038-21-000016,26-Oct-2021,25-Mar-2022,Providing Open Gym Equipments and other works to Muneshwaranagar park in  ward no 38 HMT,038 HMT Ward,Executive Engineer Rajarajeshwari Nagar Division,"P3853 Special Development works at Yelahanka, KR Puram, Yeshwanthpura, Mahadevapura, Bommanahalli, Bangalore South, Rajarajeshwarinagar Constituencies (Rs. 20.00 Crores per constituency)",D V SRIDHAR,9663371320,,First and Final,000122,26-Oct-2021,000055,30-Mar-2022,000266,30-Mar-2022,,           ,Under Process in AdCf - Acts. Supdt.,9878511,Ninety Eight Lakh Seventy Eight Thousand Five Hundred Eleven,536311,Five Lakh Thirty Six Thousand Three Hundred Eleven,9342200,Ninety Three Lakh Fourty Two Thousand Two Hundred 
9,9,038-21-000018,31-Aug-2021,08-Oct-2021,Improvements of Badminton Court and Volleyball Court at Peenya  in ward no 38,038 HMT Ward,Executive Engineer Rajarajeshwari Nagar Division,"P3853 Special Development works at Yelahanka, KR Puram, Yeshwanthpura, Mahadevapura, Bommanahalli, Bangalore South, Rajarajeshwarinagar Constituencies (Rs. 20.00 Crores per constituency)",SHRUSTI SAMUPADHA CO,9845194578,,First and Final,000075,31-Aug-2021,000014,13-Oct-2021,000170,13-Oct-2021,,           ,Under Process in AdCf - Acts. Supdt.,9701418,Ninety Seven Lakh One Thousand Four Hundred Eighteen,517418,Five Lakh Seventeen Thousand Four Hundred Eighteen,9184000,Ninety One Lakh Eighty Four Thousand 
